identifiant_client,identifiant_institution,mois,revenu_net_activites,autres_revenus_menage,charges_menage,capacite_mensuelle,coussin_estime
CLT-000059,INS-001,2025-04,-8760,0,0,-8760,110558
CLT-000059,INS-001,2025-05,-7673,0,0,-7673,108640
CLT-000059,INS-001,2025-06,-6846,0,0,-6846,106929
CLT-000059,INS-001,2025-07,-7148,0,0,-7148,105142
CLT-000059,INS-001,2025-08,-8119,0,0,-8119,103112
CLT-000059,INS-001,2025-09,-9283,0,0,-9283,100791
CLT-000059,INS-001,2025-10,-9332,0,0,-9332,98458
CLT-000059,INS-001,2025-11,-10019,0,0,-10019,95953
CLT-000059,INS-001,2025-12,-10472,0,0,-10472,93335
CLT-000060,INS-001,2023-07,58624,544892,27893,575623,1141406
CLT-000060,INS-001,2023-08,64242,509016,30566,542692,1277079
CLT-000060,INS-001,2023-09,62882,375827,29919,408790,1379276
CLT-000060,INS-001,2023-10,54034,522721,25709,551046,1517038
CLT-000060,INS-001,2023-11,63063,554161,30005,587219,1663842
CLT-000060,INS-001,2023-12,49529,325403,23566,351367,1751684
CLT-000060,INS-001,2024-01,49962,350205,23772,376395,1845783
CLT-000060,INS-001,2024-02,39518,474605,18802,495321,1969613
CLT-000060,INS-001,2024-03,36899,514333,17556,533676,2103032
CLT-000060,INS-001,2024-04,22350,483546,10634,495262,2226847
CLT-000060,INS-001,2024-05,28664,576495,13638,591521,2374727
CLT-000060,INS-001,2024-06,34281,582541,16311,600512,2524855
CLT-000060,INS-001,2024-07,32560,443931,15492,461000,2640105
CLT-000060,INS-001,2024-08,32574,379248,15499,396324,2739186
CLT-000060,INS-001,2024-09,36960,391878,17585,411252,2841999
CLT-000060,INS-001,2024-10,31641,546379,15055,562966,2982741
CLT-000060,INS-001,2024-11,44024,375773,20946,398850,3082453
CLT-000060,INS-001,2024-12,43759,422938,20820,445876,3193922
CLT-000060,INS-001,2025-01,-309,439381,0,439072,3303690
CLT-000060,INS-001,2025-02,734,337363,349,337747,3388127
CLT-000060,INS-001,2025-03,-1008,519789,0,518781,3517822
CLT-000060,INS-001,2025-04,713,321518,339,321892,3598295
CLT-000060,INS-001,2025-05,2456,446419,1169,447706,3710222
CLT-000060,INS-001,2025-06,2234,448391,1063,449562,3822612
CLT-000060,INS-001,2025-07,4483,420909,2133,423259,3928427
CLT-000060,INS-001,2025-08,5611,548422,2670,551363,4066268
CLT-000060,INS-001,2025-09,8761,409754,4168,414346,4169854
CLT-000060,INS-001,2025-10,1299,451240,618,451920,4282835
CLT-000060,INS-001,2025-11,-1463,520363,0,518900,4412560
CLT-000060,INS-001,2025-12,54,371253,26,371282,4505380
CLT-000061,INS-001,2025-09,11024,33829,5834,39019,27255
CLT-000061,INS-001,2025-10,10290,52306,5446,57151,41542
CLT-000061,INS-001,2025-11,8840,47730,4678,51892,54515
CLT-000061,INS-001,2025-12,9456,37194,5004,41646,64927
CLT-000062,INS-001,2023-09,1747759,54501,1017383,784877,196219
CLT-000062,INS-001,2023-10,889733,57282,517920,429095,303493
CLT-000062,INS-001,2023-11,432077,50185,251515,230747,361180
CLT-000062,INS-001,2023-12,224973,55347,130958,149362,398520
CLT-000062,INS-001,2024-01,221516,46763,128946,139332,433353
CLT-000062,INS-001,2024-02,198708,48857,115669,131895,466327
CLT-000062,INS-001,2024-03,267163,62934,155517,174579,509972
CLT-000062,INS-001,2024-04,217734,61986,126745,152976,548216
CLT-000062,INS-001,2024-05,188919,35337,109971,114285,576787
CLT-000062,INS-001,2024-06,258996,62208,150763,170441,619397
CLT-000062,INS-001,2024-07,325046,60469,189212,196304,668473
CLT-000062,INS-001,2024-08,615912,41970,358527,299355,743312
CLT-000062,INS-001,2024-09,326328,57556,189958,193926,791794
CLT-000062,INS-001,2024-10,321670,55484,187246,189907,839270
CLT-000062,INS-001,2024-11,402450,35988,234269,204169,890313
CLT-000062,INS-001,2024-12,324623,37332,188965,172989,933560
CLT-000062,INS-001,2025-01,93584,44932,54476,84040,954570
CLT-000062,INS-001,2025-02,143126,51010,83315,110821,982275
CLT-000062,INS-001,2025-03,185197,57712,107805,135104,1016051
CLT-000062,INS-001,2025-04,115202,41126,67060,89268,1038368
CLT-000062,INS-001,2025-05,114666,39900,66748,87819,1060323
CLT-000062,INS-001,2025-06,172061,56089,100158,127992,1092321
CLT-000062,INS-001,2025-07,228179,59105,132825,154459,1130936
CLT-000062,INS-001,2025-08,376716,48729,219289,206156,1182475
CLT-000062,INS-001,2025-09,330219,38903,192223,176900,1226699
CLT-000062,INS-001,2025-10,570711,58323,332215,296819,1300904
CLT-000062,INS-001,2025-11,238376,42824,138760,142440,1336514
CLT-000062,INS-001,2025-12,298523,60699,173772,185450,1382877
CLT-000063,INS-001,2023-10,36006,199590,20132,215464,84866
CLT-000063,INS-001,2023-11,37256,184539,20831,200964,135107
CLT-000063,INS-001,2023-12,37762,239013,21114,255661,199022
CLT-000063,INS-001,2024-01,28757,254975,16079,267653,265936
CLT-000063,INS-001,2024-02,29748,202036,16633,215151,319723
CLT-000063,INS-001,2024-03,29618,192666,16560,205723,371154
CLT-000063,INS-001,2024-04,26648,161726,14900,173474,414523
CLT-000063,INS-001,2024-05,28102,215949,15713,228338,471607
CLT-000063,INS-001,2024-06,26862,242042,15019,253884,535078
CLT-000063,INS-001,2024-07,29598,221194,16549,234243,593639
CLT-000063,INS-001,2024-08,30167,223792,16867,237091,652912
CLT-000063,INS-001,2024-09,31143,215306,17413,229036,710171
CLT-000063,INS-001,2024-10,36230,186108,20257,202080,760691
CLT-000063,INS-001,2024-11,39109,220744,21867,237986,820187
CLT-000063,INS-001,2024-12,39239,238784,21940,256083,884208
CLT-000063,INS-001,2025-01,-74422,184270,0,109848,911670
CLT-000063,INS-001,2025-02,-79836,227341,0,147505,948546
CLT-000063,INS-001,2025-03,-81790,152416,0,70626,966203
CLT-000063,INS-001,2025-04,-70481,167783,0,97302,990529
CLT-000063,INS-001,2025-05,-65036,148197,0,83161,1011319
CLT-000063,INS-001,2025-06,-65658,179850,0,114192,1039867
CLT-000063,INS-001,2025-07,-72395,198759,0,126364,1071458
CLT-000063,INS-001,2025-08,-68853,220375,0,151522,1109338
CLT-000063,INS-001,2025-09,-82914,167684,0,84770,1130530
CLT-000063,INS-001,2025-10,-87056,236575,0,149519,1167910
CLT-000063,INS-001,2025-11,-93825,255775,0,161950,1208398
CLT-000063,INS-001,2025-12,-66928,171776,0,104848,1234610
CLT-000064,INS-001,2024-01,63064,27718,34743,56040,14010
CLT-000064,INS-001,2024-02,71069,35227,39153,67144,30796
CLT-000064,INS-001,2024-03,56547,30589,31152,55984,44792
CLT-000064,INS-001,2024-04,40786,41045,22469,59362,59632
CLT-000064,INS-001,2024-05,56580,25169,31170,50578,72277
CLT-000064,INS-001,2024-06,74816,33330,41217,66929,89009
CLT-000064,INS-001,2024-07,64620,30779,35600,59799,103959
CLT-000064,INS-001,2024-08,60104,31271,33112,58263,118525
CLT-000064,INS-001,2024-09,106487,40733,58665,88555,140663
CLT-000064,INS-001,2024-10,123887,31311,68251,86948,162400
CLT-000064,INS-001,2024-11,100664,36039,55457,81246,182712
CLT-000064,INS-001,2024-12,129955,34886,71593,93247,206024
CLT-000064,INS-001,2025-01,-16263,39971,0,23708,211951
CLT-000064,INS-001,2025-02,-21878,44341,0,22463,217566
CLT-000064,INS-001,2025-03,-11436,42778,0,31342,225402
CLT-000064,INS-001,2025-04,-15726,39235,0,23509,231279
CLT-000064,INS-001,2025-05,-9465,27725,0,18260,235844
CLT-000064,INS-001,2025-06,-10465,25129,0,14664,239510
CLT-000064,INS-001,2025-07,-6113,36335,0,30222,247066
CLT-000064,INS-001,2025-08,-7076,29792,0,22716,252745
CLT-000064,INS-001,2025-09,-17345,27001,0,9656,255159
CLT-000064,INS-001,2025-10,-5881,42794,0,36913,264387
CLT-000064,INS-001,2025-11,-5462,26566,0,21104,269663
CLT-000065,INS-001,2025-09,-19081,12119,0,-6962,5760
CLT-000065,INS-001,2025-10,-26961,10914,0,-16047,1748
CLT-000065,INS-001,2025-11,-22304,10700,0,-11604,0
CLT-000065,INS-001,2025-12,-32945,15798,0,-17147,0
CLT-000066,INS-001,2024-01,27206,30347,7876,49677,12419
CLT-000066,INS-001,2024-02,17907,45063,5184,57786,26866
CLT-000066,INS-001,2024-03,22838,32327,6611,48553,39004
CLT-000066,INS-001,2024-04,21207,41619,6139,56687,53176
CLT-000066,INS-001,2024-05,14370,38444,4160,48654,65339
CLT-000066,INS-001,2024-06,15736,47141,4555,58322,79920
CLT-000066,INS-001,2024-07,22172,43087,6419,58840,94630
CLT-000066,INS-001,2024-08,27851,46094,8063,65882,111100
CLT-000066,INS-001,2024-09,29393,34409,8509,55293,124924
CLT-000066,INS-001,2024-10,39814,41234,11526,69522,142304
CLT-000066,INS-001,2024-11,39087,41676,11315,69448,159666
CLT-000066,INS-001,2024-12,46804,43729,13549,76983,178912
CLT-000066,INS-001,2025-01,-48280,32443,0,-15837,174953
CLT-000066,INS-001,2025-02,-40717,37427,0,-3290,174130
CLT-000066,INS-001,2025-03,-42114,27156,0,-14958,170391
CLT-000066,INS-001,2025-04,-33299,35223,0,1924,170872
CLT-000066,INS-001,2025-05,-30293,38390,0,8097,172896
CLT-000066,INS-001,2025-06,-34693,38983,0,4290,173969
CLT-000066,INS-001,2025-07,-40826,39627,0,-1199,173669
CLT-000066,INS-001,2025-08,-36510,43224,0,6714,175347
CLT-000067,INS-001,2024-01,17948,73682,8658,82973,448243
CLT-000067,INS-001,2024-02,19071,101279,9199,111151,476031
CLT-000067,INS-001,2024-03,15368,103529,7413,111484,503902
CLT-000067,INS-001,2024-04,14014,119082,6760,126336,535486
CLT-000067,INS-001,2024-05,15737,93441,7591,101587,560883
CLT-000067,INS-001,2024-06,17391,87740,8389,96742,585068
CLT-000067,INS-001,2024-07,16010,119947,7723,128234,617127
CLT-000067,INS-001,2024-08,18221,99792,8789,109224,644433
CLT-000067,INS-001,2024-09,21104,100465,10180,111389,672280
CLT-000067,INS-001,2024-10,23019,100838,11104,112754,700468
CLT-000067,INS-001,2024-11,24662,69055,11896,81821,720923
CLT-000067,INS-001,2024-12,24811,83017,11968,95860,744888
CLT-000067,INS-001,2025-01,-28173,67451,0,39278,754708
CLT-000067,INS-001,2025-02,-25871,107793,0,81922,775189
CLT-000067,INS-001,2025-03,-26109,95881,0,69772,792632
CLT-000067,INS-001,2025-04,-23222,114848,0,91626,815538
CLT-000067,INS-001,2025-05,-21973,76649,0,54676,829207
CLT-000067,INS-001,2025-06,-23776,121139,0,97363,853548
CLT-000067,INS-001,2025-07,-25195,103780,0,78585,873194
CLT-000067,INS-001,2025-08,-29126,85444,0,56318,887274
CLT-000067,INS-001,2025-09,-33903,87735,0,53832,900732
CLT-000067,INS-001,2025-10,-37596,119416,0,81820,921187
CLT-000067,INS-001,2025-11,-41956,98046,0,56090,935209
CLT-000067,INS-001,2025-12,-41023,104379,0,63356,951048
CLT-000068,INS-001,2024-02,7817,230674,3099,235392,58848
CLT-000068,INS-001,2024-03,8984,245581,3562,251003,121599
CLT-000068,INS-001,2024-04,7818,222496,3099,227214,178402
CLT-000068,INS-001,2024-05,5680,265184,2252,268612,245555
CLT-000068,INS-001,2024-06,4987,294970,1977,297980,320050
CLT-000068,INS-001,2024-07,5514,285094,2186,288422,392156
CLT-000068,INS-001,2024-08,5322,248739,2110,251951,455143
CLT-000068,INS-001,2024-09,5238,193229,2077,196390,504241
CLT-000068,INS-001,2024-10,5620,273291,2228,276682,573411
CLT-000068,INS-001,2024-11,7043,195307,2792,199558,623301
CLT-000068,INS-001,2024-12,7627,267230,3024,271834,691259
CLT-000068,INS-001,2025-01,-441,169722,0,169281,733579
CLT-000068,INS-001,2025-02,-345,177953,0,177608,777981
CLT-000068,INS-001,2025-03,-340,263787,0,263447,843843
CLT-000068,INS-001,2025-04,-429,253522,0,253093,907116
CLT-000068,INS-001,2025-05,-397,257404,0,257007,971368
CLT-000068,INS-001,2025-06,-457,300580,0,300123,1046399
CLT-000068,INS-001,2025-07,-561,205711,0,205150,1097686
CLT-000068,INS-001,2025-08,-425,187526,0,187101,1144462
CLT-000068,INS-001,2025-09,-308,239469,0,239161,1204252
CLT-000068,INS-001,2025-10,-462,268861,0,268399,1271352
CLT-000068,INS-001,2025-11,-404,206265,0,205861,1322817
CLT-000068,INS-001,2025-12,-538,177679,0,177141,1367102
CLT-000069,INS-001,2024-02,35726,14018,20183,29561,19390
CLT-000069,INS-001,2024-03,34802,14740,19661,29882,26861
CLT-000069,INS-001,2024-04,32924,8962,18600,23286,32682
CLT-000069,INS-001,2024-05,29229,13150,16512,25867,39149
CLT-000069,INS-001,2024-06,27640,14237,15615,26263,45714
CLT-000069,INS-001,2024-07,41110,12953,23224,30839,53424
CLT-000069,INS-001,2024-08,45260,9592,25569,29283,60745
CLT-000069,INS-001,2024-09,33942,14003,19175,28770,67937
CLT-000069,INS-001,2024-10,39457,14915,22291,32082,75958
CLT-000069,INS-001,2024-11,40379,13855,22812,31422,83813
CLT-000069,INS-001,2024-12,34132,13108,19282,27958,90803
CLT-000069,INS-001,2025-01,-39103,8901,0,-30202,83252
CLT-000069,INS-001,2025-02,-32473,9031,0,-23442,77392
CLT-000069,INS-001,2025-03,-29504,9198,0,-20306,72315
CLT-000069,INS-001,2025-04,-29862,14130,0,-15732,68382
CLT-000069,INS-001,2025-05,-30741,12632,0,-18109,63855
CLT-000069,INS-001,2025-06,-28718,12548,0,-16170,59813
CLT-000069,INS-001,2025-07,-30315,10921,0,-19394,54964
CLT-000069,INS-001,2025-08,-42631,10277,0,-32354,46876
CLT-000069,INS-001,2025-09,-45051,12535,0,-32516,38747
CLT-000069,INS-001,2025-10,-29303,11995,0,-17308,34420
CLT-000069,INS-001,2025-11,-37305,11769,0,-25536,28036
CLT-000069,INS-001,2025-12,-35486,10244,0,-25242,21725
CLT-000070,INS-001,2024-03,289417,11189,190411,110195,27549
CLT-000070,INS-001,2024-04,246550,17415,162208,101757,52988
CLT-000070,INS-001,2024-05,251853,14915,165697,101071,78255
CLT-000070,INS-001,2024-06,276135,10990,181673,105452,104618
CLT-000070,INS-001,2024-07,324573,15634,213541,126667,136285
CLT-000070,INS-001,2024-08,351657,11791,231360,132088,169307
CLT-000070,INS-001,2024-09,321003,11490,211192,121301,199632
CLT-000070,INS-001,2024-10,137457,17126,90435,64148,215670
CLT-000070,INS-001,2024-11,296165,15276,194851,116590,244817
CLT-000070,INS-001,2024-12,301696,15892,198490,119098,274592
CLT-000070,INS-001,2025-01,89113,15659,58629,46143,286127
CLT-000070,INS-001,2025-02,83140,11898,54699,40339,296212
CLT-000070,INS-001,2025-03,82912,14218,54549,42581,306857
CLT-000070,INS-001,2025-04,85240,16587,56080,45746,318294
CLT-000070,INS-001,2025-05,75620,12768,49751,38637,327953
CLT-000070,INS-001,2025-06,68018,12456,44750,35724,336884
CLT-000070,INS-001,2025-07,65704,12728,43227,35204,345685
CLT-000070,INS-001,2025-08,68886,14526,45321,38091,355208
CLT-000070,INS-001,2025-09,92473,9456,60839,41089,365480
CLT-000070,INS-001,2025-10,81651,14241,53719,42173,376024
CLT-000070,INS-001,2025-11,86256,11701,56749,41209,386326
CLT-000070,INS-001,2025-12,98042,13081,64503,46620,397981
CLT-000071,INS-001,2024-03,92682,30836,75101,48417,12104
CLT-000071,INS-001,2024-04,87990,44734,71299,61426,27461
CLT-000071,INS-001,2024-05,79902,42256,64745,57413,41814
CLT-000071,INS-001,2024-06,85956,38300,69650,54606,55465
CLT-000071,INS-001,2024-07,109929,46443,89076,67296,72289
CLT-000071,INS-001,2024-08,121613,27089,98543,50158,84829
CLT-000071,INS-001,2024-09,97948,33956,79368,52537,97963
CLT-000071,INS-001,2024-10,98617,41148,79910,59855,112927
CLT-000071,INS-001,2024-11,98298,34004,79651,52651,126090
CLT-000071,INS-001,2024-12,45027,35521,36486,44062,137105
CLT-000071,INS-001,2025-01,14395,41416,11664,44147,148142
CLT-000071,INS-001,2025-02,18250,38990,14788,42452,158755
CLT-000071,INS-001,2025-03,16916,46810,13707,50019,171260
CLT-000071,INS-001,2025-04,15593,31806,12635,34764,179951
CLT-000072,INS-001,2024-05,49,0,27,22,42506
CLT-000072,INS-001,2024-06,45,0,25,20,42511
CLT-000072,INS-001,2024-07,51,0,28,23,42516
CLT-000072,INS-001,2024-08,55,0,30,25,42523
CLT-000072,INS-001,2024-09,62,0,34,28,42530
CLT-000072,INS-001,2024-10,74,0,41,33,42538
CLT-000072,INS-001,2024-11,84,0,46,38,42548
CLT-000072,INS-001,2024-12,84,0,46,38,42557
CLT-000072,INS-001,2025-01,-43238,0,0,-43238,31748
CLT-000072,INS-001,2025-02,-43963,0,0,-43963,20757
CLT-000072,INS-001,2025-03,-37454,0,0,-37454,11393
CLT-000072,INS-001,2025-04,-35915,0,0,-35915,2415
CLT-000072,INS-001,2025-05,-33125,0,0,-33125,0
CLT-000072,INS-001,2025-06,-30981,0,0,-30981,0
CLT-000072,INS-001,2025-07,-33432,0,0,-33432,0
CLT-000072,INS-001,2025-08,-37165,0,0,-37165,0
CLT-000072,INS-001,2025-09,-44023,0,0,-44023,0
CLT-000072,INS-001,2025-10,-44874,0,0,-44874,0
CLT-000072,INS-001,2025-11,-50655,0,0,-50655,0
CLT-000072,INS-001,2025-12,-51440,0,0,-51440,0
CLT-000073,INS-001,2024-07,37688,0,16810,20878,50220
CLT-000073,INS-001,2024-08,48068,0,21440,26628,56877
CLT-000073,INS-001,2024-09,46863,0,20902,25961,63367
CLT-000073,INS-001,2024-10,25130,0,11209,13921,66847
CLT-000073,INS-001,2024-11,26437,0,11792,14645,70508
CLT-000073,INS-001,2024-12,53580,0,23898,29682,77929
CLT-000073,INS-001,2025-01,-65185,0,0,-65185,61633
CLT-000073,INS-001,2025-02,-56643,0,0,-56643,47472
CLT-000073,INS-001,2025-03,-60243,0,0,-60243,32411
CLT-000073,INS-001,2025-04,-53724,0,0,-53724,18980
CLT-000073,INS-001,2025-05,-54857,0,0,-54857,5266
CLT-000073,INS-001,2025-06,-49813,0,0,-49813,0
CLT-000073,INS-001,2025-07,-52423,0,0,-52423,0
CLT-000073,INS-001,2025-08,-79477,0,0,-79477,0
CLT-000073,INS-001,2025-09,-69492,0,0,-69492,0
CLT-000073,INS-001,2025-10,-76739,0,0,-76739,0
CLT-000073,INS-001,2025-11,-73910,0,0,-73910,0
CLT-000073,INS-001,2025-12,-88534,0,0,-88534,0
CLT-000074,INS-001,2024-07,29852,0,14336,15516,3879
CLT-000074,INS-001,2024-08,43512,0,20896,22616,9533
CLT-000074,INS-001,2024-09,46098,0,22138,23960,15523
CLT-000074,INS-001,2024-10,45157,0,21686,23471,21391
CLT-000074,INS-001,2024-11,62530,0,30030,32500,29516
CLT-000074,INS-001,2024-12,51006,0,24495,26511,36143
CLT-000074,INS-001,2025-01,-8633,0,0,-8633,33985
CLT-000074,INS-001,2025-02,-9569,0,0,-9569,31593
CLT-000074,INS-001,2025-03,-9581,0,0,-9581,29198
CLT-000074,INS-001,2025-04,-9855,0,0,-9855,26734
CLT-000074,INS-001,2025-05,-8486,0,0,-8486,24612
CLT-000074,INS-001,2025-06,-6496,0,0,-6496,22988
CLT-000074,INS-001,2025-07,-7116,0,0,-7116,21209
CLT-000074,INS-001,2025-08,-6155,0,0,-6155,19671
CLT-000074,INS-001,2025-09,-6876,0,0,-6876,17952
CLT-000074,INS-001,2025-10,-6591,0,0,-6591,16304
CLT-000074,INS-001,2025-11,-7502,0,0,-7502,14428
CLT-000074,INS-001,2025-12,-9533,0,0,-9533,12045
CLT-000075,INS-001,2024-08,103639,0,54055,49584,12396
CLT-000075,INS-001,2024-09,108958,0,56829,52129,25428
CLT-000075,INS-001,2024-10,115363,0,60170,55193,39227
CLT-000075,INS-001,2024-11,53622,0,27967,25655,45640
CLT-000075,INS-001,2024-12,59335,0,30947,28388,52737
CLT-000075,INS-001,2025-01,-42909,0,0,-42909,42010
CLT-000075,INS-001,2025-02,-38971,0,0,-38971,32267
CLT-000075,INS-001,2025-03,-38730,0,0,-38730,22585
CLT-000075,INS-001,2025-04,-33300,0,0,-33300,14260
CLT-000075,INS-001,2025-05,-29315,0,0,-29315,6931
CLT-000075,INS-001,2025-06,-31878,0,0,-31878,0
CLT-000075,INS-001,2025-07,-32725,0,0,-32725,0
CLT-000075,INS-001,2025-08,-29843,0,0,-29843,0
CLT-000075,INS-001,2025-09,-38982,0,0,-38982,0
CLT-000075,INS-001,2025-10,-41058,0,0,-41058,0
CLT-000075,INS-001,2025-11,-45183,0,0,-45183,0
CLT-000075,INS-001,2025-12,-53420,0,0,-53420,0
CLT-000076,INS-001,2024-09,31359,0,18578,12781,224195
CLT-000076,INS-001,2024-10,38638,0,22891,15747,228132
CLT-000076,INS-001,2024-11,35962,0,21305,14657,231796
CLT-000076,INS-001,2024-12,40768,0,24152,16616,235950
CLT-000076,INS-001,2025-01,-142823,0,0,-142823,200244
CLT-000076,INS-001,2025-02,-161701,0,0,-161701,159819
CLT-000076,INS-001,2025-03,-90378,0,0,-90378,137225
CLT-000076,INS-001,2025-04,-108506,0,0,-108506,110098
CLT-000076,INS-001,2025-05,-98496,0,0,-98496,85474
CLT-000076,INS-001,2025-06,-106114,0,0,-106114,58946
CLT-000076,INS-001,2025-07,-87135,0,0,-87135,37162
CLT-000076,INS-001,2025-08,-101486,0,0,-101486,11790
CLT-000076,INS-001,2025-09,-103794,0,0,-103794,0
CLT-000076,INS-001,2025-10,-94759,0,0,-94759,0
CLT-000076,INS-001,2025-11,-113847,0,0,-113847,0
CLT-000076,INS-001,2025-12,-126853,0,0,-126853,0
CLT-000077,INS-001,2024-09,29149,57920,12454,74615,79654
CLT-000077,INS-001,2024-10,34650,88306,14804,108152,106692
CLT-000077,INS-001,2024-11,34094,73643,14567,93171,129984
CLT-000077,INS-001,2024-12,44133,101756,18856,127033,161743
CLT-000077,INS-001,2025-01,-56154,57167,0,1013,161996
CLT-000077,INS-001,2025-02,-50925,78941,0,28016,169000
CLT-000077,INS-001,2025-03,-33938,97978,0,64040,185010
CLT-000077,INS-001,2025-04,-26820,98273,0,71453,202873
CLT-000077,INS-001,2025-05,-21221,73215,0,51994,215871
CLT-000077,INS-001,2025-06,-28462,100069,0,71607,233773
CLT-000077,INS-001,2025-07,-27127,93091,0,65964,250264
CLT-000077,INS-001,2025-08,-39342,59267,0,19925,255245
CLT-000077,INS-001,2025-09,-46359,88206,0,41847,265707
CLT-000077,INS-001,2025-10,-65367,92025,0,26658,272372
CLT-000077,INS-001,2025-11,-71017,77715,0,6698,274046
CLT-000077,INS-001,2025-12,-68369,58260,0,-10109,271519
CLT-000078,INS-001,2024-10,74402,126680,37059,164024,140506
CLT-000078,INS-001,2024-11,68106,124042,33923,158225,180062
CLT-000078,INS-001,2024-12,58709,119568,29242,149035,217321
CLT-000078,INS-001,2025-01,16150,95565,8044,103671,243239
CLT-000078,INS-001,2025-02,13884,95944,6915,102913,268967
CLT-000078,INS-001,2025-03,14984,106617,7463,114137,297501
CLT-000078,INS-001,2025-04,18206,118034,9068,127172,329294
CLT-000078,INS-001,2025-05,21233,72109,10576,82767,349986
CLT-000078,INS-001,2025-06,20372,127939,10147,138164,384527
CLT-000078,INS-001,2025-07,24201,71664,12054,83811,405480
CLT-000078,INS-001,2025-08,27783,114138,13838,128082,437500
CLT-000078,INS-001,2025-09,25347,84516,12625,97238,461810
CLT-000078,INS-001,2025-10,25325,118139,12614,130850,494522
CLT-000078,INS-001,2025-11,21082,100137,10501,110718,522202
CLT-000078,INS-001,2025-12,19896,71959,9910,81945,542688
CLT-000079,INS-001,2024-10,87063,63011,39502,110572,27643
CLT-000079,INS-001,2024-11,69170,102037,31383,139824,62599
CLT-000079,INS-001,2024-12,74058,79391,33601,119848,92561
CLT-000079,INS-001,2025-01,16485,88994,7479,97999,117061
CLT-000079,INS-001,2025-02,19964,70897,9058,81803,137512
CLT-000079,INS-001,2025-03,15961,103703,7242,112422,165617
CLT-000079,INS-001,2025-04,20339,63024,9228,74135,184151
CLT-000079,INS-001,2025-05,18538,73856,8411,83983,205147
CLT-000079,INS-001,2025-06,24984,105511,11336,119160,234937
CLT-000079,INS-001,2025-07,21932,104372,9951,116353,264025
CLT-000079,INS-001,2025-08,18999,69876,8620,80255,284088
CLT-000079,INS-001,2025-09,18391,65872,8344,75918,303068
CLT-000079,INS-001,2025-10,14300,103931,6488,111743,331004
CLT-000079,INS-001,2025-11,15476,87558,7022,96012,355007
CLT-000079,INS-001,2025-12,13688,83320,6210,90798,377706
CLT-000080,INS-001,2024-11,11477,0,6904,4573,1143
CLT-000080,INS-001,2024-12,13308,0,8005,5303,2469
CLT-000080,INS-001,2025-01,-4517,0,0,-4517,1340
CLT-000080,INS-001,2025-02,-4448,0,0,-4448,228
CLT-000080,INS-001,2025-03,-4157,0,0,-4157,0
CLT-000080,INS-001,2025-04,-3557,0,0,-3557,0
CLT-000080,INS-001,2025-05,-2784,0,0,-2784,0
CLT-000080,INS-001,2025-06,-2841,0,0,-2841,0
CLT-000080,INS-001,2025-07,-3232,0,0,-3232,0
CLT-000080,INS-001,2025-08,-3316,0,0,-3316,0
CLT-000080,INS-001,2025-09,-3886,0,0,-3886,0
CLT-000080,INS-001,2025-10,-5432,0,0,-5432,0
CLT-000080,INS-001,2025-11,-6269,0,0,-6269,0
CLT-000080,INS-001,2025-12,-6679,0,0,-6679,0
CLT-000081,INS-001,2025-01,-14970,108079,0,93109,93277
CLT-000081,INS-001,2025-02,-8636,109498,0,100862,118493
CLT-000081,INS-001,2025-03,-7821,110236,0,102415,144096
CLT-000081,INS-001,2025-04,-8809,123254,0,114445,172708
CLT-000081,INS-001,2025-05,-11265,95233,0,83968,193700
CLT-000081,INS-001,2025-06,-6608,90578,0,83970,214692
CLT-000081,INS-001,2025-07,-4918,111675,0,106757,241382
CLT-000081,INS-001,2025-08,-8956,133027,0,124071,272399
CLT-000081,INS-001,2025-09,-14422,100001,0,85579,293794
CLT-000081,INS-001,2025-10,-15587,91680,0,76093,312818
CLT-000081,INS-001,2025-11,-9561,126538,0,116977,342062
CLT-000081,INS-001,2025-12,-9425,94031,0,84606,363213
CLT-000082,INS-001,2025-01,-94309,0,0,-94309,87923
CLT-000082,INS-001,2025-02,-64342,0,0,-64342,71837
CLT-000082,INS-001,2025-03,-49845,0,0,-49845,59376
CLT-000082,INS-001,2025-04,-41313,0,0,-41313,49048
CLT-000082,INS-001,2025-05,-45562,0,0,-45562,37657
CLT-000082,INS-001,2025-06,-67281,0,0,-67281,20837
CLT-000082,INS-001,2025-07,-71829,0,0,-71829,2880
CLT-000082,INS-001,2025-08,-71210,0,0,-71210,0
CLT-000082,INS-001,2025-09,-66185,0,0,-66185,0
CLT-000082,INS-001,2025-10,-82798,0,0,-82798,0
CLT-000082,INS-001,2025-11,-80829,0,0,-80829,0
CLT-000082,INS-001,2025-12,-59131,0,0,-59131,0
CLT-000083,INS-001,2025-01,-47284,36179,0,-11105,151724
CLT-000083,INS-001,2025-02,-46288,38618,0,-7670,149806
CLT-000083,INS-001,2025-03,-45689,46916,0,1227,150113
CLT-000083,INS-001,2025-04,-40507,33633,0,-6874,148395
CLT-000083,INS-001,2025-05,-39090,52086,0,12996,151644
CLT-000083,INS-001,2025-06,-35873,38794,0,2921,152374
CLT-000083,INS-001,2025-07,-39138,37504,0,-1634,151965
CLT-000083,INS-001,2025-08,-43340,45416,0,2076,152484
CLT-000083,INS-001,2025-09,-43949,41865,0,-2084,151963
CLT-000083,INS-001,2025-10,-50264,32916,0,-17348,147626
CLT-000083,INS-001,2025-11,-45420,56000,0,10580,150271
CLT-000083,INS-001,2025-12,-34470,42084,0,7614,152175
