identifiant_demande,identifiant_institution,aurait_ete_decaisse,defaut_contrefactuel,jours_retard_max_contrefactuel,capital_perdu_contrefactuel
DEM-016234,INS-002,1,1,90,965
DEM-016236,INS-002,1,0,3,0
DEM-016237,INS-002,1,0,15,0
DEM-016239,INS-002,1,0,0,0
DEM-016244,INS-002,1,0,34,0
DEM-016245,INS-002,1,1,90,4140
DEM-016246,INS-002,0,0,3,0
DEM-016247,INS-002,1,0,4,0
DEM-016249,INS-002,1,0,0,0
DEM-016253,INS-002,1,0,0,0
DEM-016257,INS-002,1,0,4,0
DEM-016259,INS-002,1,0,9,0
DEM-016261,INS-002,1,0,8,0
DEM-016263,INS-002,1,0,4,0
DEM-016271,INS-002,1,0,4,0
DEM-016272,INS-002,1,0,63,0
DEM-016273,INS-002,1,0,0,0
DEM-016275,INS-002,0,0,4,0
DEM-016277,INS-002,1,0,3,0
DEM-016285,INS-002,0,0,4,0
DEM-016286,INS-002,1,0,3,0
DEM-016291,INS-002,1,0,4,0
DEM-016293,INS-002,1,0,3,0
DEM-016298,INS-002,1,1,90,17637
DEM-016299,INS-002,0,0,4,0
DEM-016300,INS-002,1,0,1,0
DEM-016306,INS-002,1,0,4,0
DEM-016310,INS-002,1,0,28,0
DEM-016323,INS-002,1,0,2,0
DEM-016340,INS-002,1,0,31,0
DEM-016346,INS-002,1,0,0,0
DEM-016357,INS-002,0,1,90,66666
DEM-016358,INS-002,1,0,48,0
DEM-016361,INS-002,1,0,18,0
DEM-016364,INS-002,1,0,4,0
DEM-016368,INS-002,1,0,3,0
DEM-016370,INS-002,1,0,32,0
DEM-016371,INS-002,1,0,2,0
DEM-016373,INS-002,0,0,29,0
DEM-016374,INS-002,1,0,2,0
DEM-016378,INS-002,1,0,3,0
DEM-016379,INS-002,1,0,1,0
DEM-016386,INS-002,1,1,90,22916
DEM-016390,INS-002,1,0,4,0
DEM-016391,INS-002,1,1,90,5106
DEM-016392,INS-002,1,0,3,0
DEM-016408,INS-002,1,0,4,0
DEM-016409,INS-002,1,0,18,0
DEM-016413,INS-002,1,0,4,0
DEM-016417,INS-002,1,0,3,0
DEM-016418,INS-002,1,0,11,0
DEM-016421,INS-002,1,0,3,0
DEM-016423,INS-002,1,0,2,0
DEM-016424,INS-002,1,0,0,0
DEM-016428,INS-002,1,0,30,0
DEM-016433,INS-002,1,0,3,0
DEM-016441,INS-002,1,0,4,0
DEM-016446,INS-002,1,1,90,15113
DEM-016447,INS-002,1,0,0,0
DEM-016451,INS-002,0,0,0,0
DEM-016452,INS-002,1,0,4,0
DEM-016453,INS-002,1,1,90,1736
DEM-016456,INS-002,1,0,4,0
DEM-016458,INS-002,0,0,4,0
DEM-016462,INS-002,1,0,33,0
DEM-016465,INS-002,1,0,4,0
DEM-016466,INS-002,1,1,90,11111
DEM-016467,INS-002,1,0,0,0
DEM-016475,INS-002,1,0,0,0
DEM-016477,INS-002,1,0,4,0
DEM-016478,INS-002,0,0,4,0
DEM-016480,INS-002,1,0,3,0
DEM-016481,INS-002,1,0,4,0
DEM-016482,INS-002,1,0,3,0
DEM-016488,INS-002,1,0,4,0
DEM-016489,INS-002,1,0,4,0
DEM-016492,INS-002,1,0,3,0
DEM-016493,INS-002,1,1,90,18135
DEM-016517,INS-002,1,0,3,0
DEM-016520,INS-002,0,0,68,0
DEM-016528,INS-002,1,0,4,0
DEM-016531,INS-002,0,0,0,0
DEM-016535,INS-002,1,0,27,0
DEM-016538,INS-002,1,0,4,0
DEM-016542,INS-002,1,0,4,0
DEM-016543,INS-002,0,0,4,0
DEM-016544,INS-002,1,0,4,0
DEM-016546,INS-002,1,0,4,0
DEM-016558,INS-002,1,0,4,0
DEM-016561,INS-002,1,0,0,0
DEM-016568,INS-002,1,0,3,0
DEM-016574,INS-002,1,0,4,0
DEM-016577,INS-002,1,0,2,0
DEM-016582,INS-002,1,0,4,0
DEM-016591,INS-002,1,0,4,0
DEM-016607,INS-002,1,0,5,0
DEM-016608,INS-002,1,0,4,0
DEM-016615,INS-002,1,0,4,0
DEM-016619,INS-002,1,0,33,0
DEM-016624,INS-002,1,0,4,0
DEM-016625,INS-002,1,0,6,0
DEM-016633,INS-002,1,1,90,14863
DEM-016642,INS-002,1,0,17,0
DEM-016648,INS-002,1,0,0,0
DEM-016650,INS-002,1,0,4,0
DEM-016657,INS-002,1,0,8,0
DEM-016662,INS-002,1,0,3,0
DEM-016664,INS-002,1,0,4,0
DEM-016665,INS-002,1,1,90,16666
DEM-016667,INS-002,1,0,1,0
DEM-016671,INS-002,1,0,3,0
DEM-016672,INS-002,1,0,3,0
DEM-016673,INS-002,1,0,4,0
DEM-016678,INS-002,1,0,3,0
DEM-016683,INS-002,0,0,4,0
DEM-016687,INS-002,1,0,3,0
DEM-016689,INS-002,1,0,3,0
DEM-016691,INS-002,1,1,90,3847
DEM-016693,INS-002,1,0,4,0
DEM-016695,INS-002,1,0,3,0
DEM-016696,INS-002,1,0,4,0
DEM-016704,INS-002,1,0,31,0
DEM-016706,INS-002,1,0,4,0
DEM-016707,INS-002,1,0,0,0
DEM-016710,INS-002,1,0,2,0
DEM-016713,INS-002,1,0,0,0
DEM-016719,INS-002,1,0,2,0
DEM-016723,INS-002,1,0,4,0
DEM-016725,INS-002,1,0,59,0
DEM-016726,INS-002,1,0,4,0
DEM-016732,INS-002,1,0,35,0
DEM-016733,INS-002,1,0,32,0
DEM-016735,INS-002,1,0,4,0
DEM-016737,INS-002,1,0,4,0
DEM-016738,INS-002,1,0,11,0
DEM-016739,INS-002,1,0,0,0
DEM-016742,INS-002,1,0,3,0
DEM-016746,INS-002,0,0,3,0
DEM-016756,INS-002,1,0,4,0
DEM-016758,INS-002,1,0,26,0
DEM-016769,INS-002,1,0,2,0
DEM-016777,INS-002,1,0,4,0
DEM-016779,INS-002,1,0,4,0
DEM-016783,INS-002,1,0,0,0
DEM-016796,INS-002,1,0,31,0
DEM-016800,INS-002,1,0,0,0
DEM-016804,INS-002,1,0,0,0
DEM-016805,INS-002,1,0,0,0
DEM-016819,INS-002,1,0,0,0
DEM-016820,INS-002,1,0,4,0
DEM-016825,INS-002,1,0,3,0
DEM-016830,INS-002,1,0,23,0
DEM-016832,INS-002,1,0,4,0
DEM-016845,INS-002,1,0,2,0
DEM-016852,INS-002,1,0,1,0
DEM-016853,INS-002,1,0,4,0
DEM-016860,INS-002,1,0,25,0
DEM-016866,INS-002,1,0,0,0
DEM-016871,INS-002,1,0,4,0
DEM-016872,INS-002,1,0,4,0
DEM-016875,INS-002,1,0,4,0
DEM-016880,INS-002,1,0,2,0
DEM-016882,INS-002,0,0,1,0
DEM-016883,INS-002,1,0,7,0
DEM-016885,INS-002,1,0,4,0
DEM-016898,INS-002,1,0,32,0
DEM-016899,INS-002,1,0,4,0
DEM-016902,INS-002,1,1,90,6657
DEM-016907,INS-002,1,0,0,0
DEM-016908,INS-002,1,0,4,0
DEM-016912,INS-002,1,0,4,0
DEM-016914,INS-002,1,0,2,0
DEM-016920,INS-002,1,0,4,0
DEM-016922,INS-002,1,0,4,0
DEM-016924,INS-002,1,0,3,0
DEM-016927,INS-002,1,0,0,0
DEM-016928,INS-002,1,0,12,0
DEM-016932,INS-002,0,0,4,0
DEM-016936,INS-002,1,0,30,0
DEM-016937,INS-002,1,1,90,16666
DEM-016940,INS-002,1,0,4,0
DEM-016941,INS-002,1,0,4,0
DEM-016944,INS-002,1,0,19,0
DEM-016946,INS-002,1,0,4,0
DEM-016960,INS-002,1,0,4,0
DEM-016962,INS-002,1,0,4,0
DEM-016963,INS-002,1,0,4,0
DEM-016968,INS-002,1,0,3,0
DEM-016971,INS-002,1,0,0,0
DEM-016974,INS-002,0,0,2,0
DEM-016978,INS-002,1,0,3,0
DEM-016980,INS-002,1,0,0,0
DEM-016986,INS-002,1,0,33,0
DEM-016993,INS-002,0,0,18,0
DEM-016996,INS-002,1,0,3,0
DEM-016997,INS-002,0,0,32,0
DEM-017002,INS-002,1,0,50,0
DEM-017009,INS-002,1,0,4,0
DEM-017010,INS-002,1,1,90,11111
DEM-017012,INS-002,1,0,3,0
DEM-017013,INS-002,1,0,29,0
DEM-017014,INS-002,1,1,90,9363
DEM-017015,INS-002,1,0,0,0
DEM-017018,INS-002,1,0,0,0
DEM-017023,INS-002,1,0,0,0
DEM-017026,INS-002,0,0,3,0
DEM-017028,INS-002,1,0,17,0
DEM-017029,INS-002,1,0,32,0
DEM-017039,INS-002,1,0,32,0
DEM-017045,INS-002,1,1,121,80591
DEM-017048,INS-002,0,0,4,0
DEM-017049,INS-002,1,0,4,0
DEM-017050,INS-002,1,0,4,0
DEM-017052,INS-002,0,1,90,20555
DEM-017058,INS-002,1,0,0,0
DEM-017062,INS-002,1,0,30,0
DEM-017063,INS-002,1,0,1,0
DEM-017064,INS-002,0,0,8,0
DEM-017065,INS-002,1,0,21,0
DEM-017066,INS-002,1,0,0,0
DEM-017070,INS-002,1,0,3,0
DEM-017075,INS-002,1,0,0,0
DEM-017080,INS-002,1,0,4,0
DEM-017081,INS-002,1,0,4,0
DEM-017084,INS-002,1,0,3,0
DEM-017100,INS-002,1,0,4,0
DEM-017115,INS-002,1,0,2,0
DEM-017117,INS-002,1,0,55,0
DEM-017119,INS-002,1,0,4,0
DEM-017129,INS-002,1,0,1,0
DEM-017130,INS-002,1,0,4,0
DEM-017131,INS-002,1,0,0,0
DEM-017133,INS-002,1,0,48,0
DEM-017140,INS-002,1,1,90,55833
DEM-017149,INS-002,1,0,27,0
DEM-017150,INS-002,1,0,3,0
DEM-017151,INS-002,1,0,4,0
DEM-017153,INS-002,1,0,0,0
DEM-017160,INS-002,1,0,4,0
DEM-017171,INS-002,1,0,4,0
DEM-017175,INS-002,1,0,4,0
DEM-017176,INS-002,0,0,26,0
DEM-017180,INS-002,1,0,0,0
DEM-017188,INS-002,0,0,4,0
DEM-017189,INS-002,1,0,18,0
DEM-017199,INS-002,1,0,2,0
DEM-017206,INS-002,1,0,12,0
DEM-017210,INS-002,1,0,2,0
DEM-017211,INS-002,1,0,4,0
DEM-017212,INS-002,1,0,3,0
DEM-017214,INS-002,0,0,4,0
DEM-017217,INS-002,1,1,90,8333
DEM-017219,INS-002,1,0,3,0
DEM-017225,INS-002,0,0,3,0
DEM-017231,INS-002,1,0,0,0
DEM-017232,INS-002,1,1,90,28057
DEM-017234,INS-002,1,0,4,0
DEM-017235,INS-002,1,0,0,0
DEM-017237,INS-002,1,0,3,0
DEM-017238,INS-002,1,0,4,0
DEM-017239,INS-002,1,0,1,0
DEM-017245,INS-002,1,1,90,11111
DEM-017246,INS-002,0,0,30,0
DEM-017247,INS-002,1,0,0,0
DEM-017251,INS-002,1,0,0,0
DEM-017259,INS-002,1,0,23,0
DEM-017260,INS-002,1,0,4,0
DEM-017269,INS-002,1,0,4,0
DEM-017275,INS-002,1,0,4,0
DEM-017277,INS-002,1,0,0,0
DEM-017278,INS-002,1,0,0,0
DEM-017284,INS-002,1,0,2,0
DEM-017287,INS-002,1,0,1,0
DEM-017288,INS-002,1,0,26,0
DEM-017292,INS-002,1,0,4,0
DEM-017305,INS-002,1,0,0,0
DEM-017306,INS-002,1,0,55,0
DEM-017311,INS-002,1,0,4,0
DEM-017315,INS-002,1,0,0,0
DEM-017319,INS-002,1,0,39,0
DEM-017320,INS-002,1,0,0,0
DEM-017323,INS-002,1,1,90,4669
DEM-017324,INS-002,1,0,3,0
DEM-017326,INS-002,1,0,4,0
DEM-017338,INS-002,1,1,90,32916
DEM-017339,INS-002,1,0,3,0
DEM-017340,INS-002,1,0,4,0
DEM-017341,INS-002,1,0,4,0
DEM-017343,INS-002,1,0,0,0
DEM-017349,INS-002,1,0,4,0
DEM-017354,INS-002,1,0,4,0
DEM-017355,INS-002,1,0,72,0
DEM-017357,INS-002,1,0,25,0
DEM-017358,INS-002,1,0,28,0
DEM-017362,INS-002,1,0,0,0
DEM-017371,INS-002,1,0,1,0
DEM-017372,INS-002,1,0,0,0
DEM-017386,INS-002,1,0,4,0
DEM-017390,INS-002,1,1,90,35000
DEM-017391,INS-002,1,0,31,0
DEM-017392,INS-002,1,0,0,0
DEM-017394,INS-002,1,0,4,0
DEM-017396,INS-002,1,0,4,0
DEM-017398,INS-002,1,0,3,0
DEM-017401,INS-002,1,0,4,0
DEM-017402,INS-002,1,0,0,0
DEM-017410,INS-002,1,0,2,0
DEM-017412,INS-002,0,0,34,0
DEM-017413,INS-002,1,0,3,0
DEM-017414,INS-002,1,0,3,0
DEM-017417,INS-002,1,0,4,0
DEM-017418,INS-002,1,0,4,0
DEM-017419,INS-002,1,0,4,0
DEM-017424,INS-002,1,0,4,0
DEM-017426,INS-002,1,0,13,0
DEM-017434,INS-002,0,0,3,0
DEM-017438,INS-002,1,0,2,0
DEM-017439,INS-002,1,0,2,0
DEM-017442,INS-002,1,0,0,0
DEM-017443,INS-002,1,0,4,0
DEM-017444,INS-002,1,0,0,0
DEM-017446,INS-002,1,0,33,0
DEM-017447,INS-002,0,0,3,0
DEM-017451,INS-002,1,0,2,0
DEM-017452,INS-002,1,0,4,0
DEM-017453,INS-002,1,0,25,0
DEM-017460,INS-002,1,0,2,0
DEM-017463,INS-002,1,0,35,0
DEM-017465,INS-002,0,0,53,0
DEM-017466,INS-002,1,0,3,0
DEM-017468,INS-002,1,0,16,0
DEM-017485,INS-002,1,0,0,0
DEM-017486,INS-002,1,0,34,0
DEM-017488,INS-002,1,0,3,0
DEM-017490,INS-002,0,0,0,0
DEM-017491,INS-002,1,0,3,0
DEM-017497,INS-002,1,0,34,0
DEM-017498,INS-002,1,0,4,0
DEM-017499,INS-002,1,0,0,0
DEM-017500,INS-002,1,0,3,0
DEM-017501,INS-002,1,0,0,0
DEM-017502,INS-002,1,1,90,11111
DEM-017503,INS-002,1,0,24,0
DEM-017505,INS-002,1,0,0,0
DEM-017510,INS-002,1,1,90,81111
DEM-017517,INS-002,1,0,0,0
DEM-017520,INS-002,0,0,3,0
DEM-017523,INS-002,1,0,4,0
DEM-017524,INS-002,0,0,34,0
DEM-017525,INS-002,1,0,4,0
DEM-017528,INS-002,1,0,70,0
DEM-017530,INS-002,1,0,3,0
DEM-017538,INS-002,0,0,4,0
DEM-017540,INS-002,1,0,15,0
DEM-017542,INS-002,1,1,118,20832
DEM-017545,INS-002,1,0,19,0
DEM-017546,INS-002,1,0,16,0
DEM-017566,INS-002,0,0,4,0
DEM-017569,INS-002,1,0,29,0
DEM-017571,INS-002,1,0,3,0
DEM-017574,INS-002,1,0,23,0
DEM-017582,INS-002,1,0,3,0
DEM-017584,INS-002,1,0,2,0
DEM-017585,INS-002,0,0,0,0
DEM-017589,INS-002,1,0,4,0
DEM-017593,INS-002,1,0,0,0
DEM-017596,INS-002,1,0,0,0
DEM-017597,INS-002,1,0,3,0
DEM-017599,INS-002,1,0,0,0
DEM-017609,INS-002,1,0,4,0
DEM-017611,INS-002,1,0,0,0
DEM-017614,INS-002,1,0,33,0
DEM-017624,INS-002,1,0,4,0
DEM-017625,INS-002,1,0,4,0
DEM-017631,INS-002,1,0,4,0
DEM-017632,INS-002,1,0,35,0
DEM-017636,INS-002,1,1,90,15555
DEM-017640,INS-002,1,0,26,0
DEM-017644,INS-002,1,1,121,102500
DEM-017646,INS-002,1,0,3,0
DEM-017648,INS-002,1,0,4,0
DEM-017651,INS-002,1,1,90,26666
DEM-017656,INS-002,0,0,4,0
DEM-017662,INS-002,1,0,4,0
DEM-017665,INS-002,1,0,38,0
DEM-017669,INS-002,1,0,3,0
DEM-017674,INS-002,1,0,4,0
DEM-017679,INS-002,1,0,3,0
DEM-017680,INS-002,1,0,2,0
DEM-017684,INS-002,1,0,2,0
DEM-017686,INS-002,1,0,30,0
DEM-017693,INS-002,1,0,2,0
DEM-017695,INS-002,1,0,0,0
DEM-017696,INS-002,1,0,16,0
DEM-017698,INS-002,1,0,4,0
DEM-017711,INS-002,1,0,30,0
DEM-017714,INS-002,1,0,3,0
DEM-017718,INS-002,1,0,3,0
DEM-017724,INS-002,1,0,4,0
DEM-017725,INS-002,1,0,3,0
DEM-017726,INS-002,1,0,3,0
DEM-017727,INS-002,1,0,4,0
DEM-017729,INS-002,1,0,24,0
DEM-017730,INS-002,1,0,1,0
DEM-017742,INS-002,1,0,4,0
DEM-017746,INS-002,1,0,25,0
DEM-017748,INS-002,1,0,2,0
DEM-017749,INS-002,1,0,0,0
DEM-017750,INS-002,1,0,0,0
DEM-017757,INS-002,0,0,3,0
DEM-017759,INS-002,1,0,0,0
DEM-017760,INS-002,1,0,1,0
DEM-017761,INS-002,0,0,4,0
DEM-017763,INS-002,0,0,3,0
DEM-017764,INS-002,1,0,0,0
DEM-017772,INS-002,1,0,4,0
DEM-017774,INS-002,1,0,4,0
DEM-017776,INS-002,1,0,0,0
DEM-017783,INS-002,0,0,0,0
DEM-017787,INS-002,1,0,3,0
DEM-017788,INS-002,1,0,3,0
DEM-017790,INS-002,1,0,3,0
DEM-017791,INS-002,0,0,13,0
DEM-017794,INS-002,1,0,3,0
DEM-017796,INS-002,1,0,0,0
DEM-017802,INS-002,1,0,31,0
DEM-017805,INS-002,1,0,0,0
DEM-017807,INS-002,1,0,0,0
DEM-017810,INS-002,0,0,31,0
DEM-017813,INS-002,1,0,0,0
DEM-017815,INS-002,1,0,3,0
DEM-017820,INS-002,1,0,27,0
DEM-017821,INS-002,1,0,4,0
DEM-017824,INS-002,1,0,32,0
DEM-017831,INS-002,1,0,4,0
DEM-017841,INS-002,1,0,0,0
DEM-017848,INS-002,1,0,2,0
DEM-017849,INS-002,1,0,0,0
DEM-017851,INS-002,1,0,28,0
DEM-017859,INS-002,1,0,4,0
DEM-017860,INS-002,1,0,3,0
DEM-017861,INS-002,1,0,41,0
DEM-017866,INS-002,0,0,4,0
DEM-017867,INS-002,1,0,4,0
DEM-017869,INS-002,1,0,27,0
DEM-017874,INS-002,1,0,32,0
DEM-017876,INS-002,1,0,31,0
DEM-017884,INS-002,1,0,1,0
DEM-017885,INS-002,1,0,4,0
DEM-017888,INS-002,1,0,4,0
DEM-017898,INS-002,1,0,0,0
DEM-017899,INS-002,1,0,3,0
DEM-017900,INS-002,1,0,4,0
DEM-017901,INS-002,1,0,3,0
DEM-017902,INS-002,1,0,21,0
DEM-017905,INS-002,1,0,34,0
DEM-017918,INS-002,0,0,4,0
DEM-017924,INS-002,1,0,28,0
DEM-017925,INS-002,1,0,0,0
DEM-017933,INS-002,0,0,4,0
DEM-017935,INS-002,0,0,4,0
DEM-017942,INS-002,1,0,4,0
DEM-017946,INS-002,0,0,1,0
DEM-017947,INS-002,1,0,3,0
DEM-017948,INS-002,1,0,46,0
DEM-017953,INS-002,1,0,27,0
DEM-017964,INS-002,1,0,2,0
DEM-017971,INS-002,0,0,4,0
DEM-017972,INS-002,1,0,4,0
DEM-017976,INS-002,1,0,0,0
DEM-017977,INS-002,1,0,0,0
DEM-017981,INS-002,1,0,1,0
DEM-017988,INS-002,0,0,4,0
DEM-017989,INS-002,1,0,4,0
DEM-017994,INS-002,1,0,4,0
DEM-017995,INS-002,1,0,2,0
DEM-017999,INS-002,1,0,47,0
DEM-018001,INS-002,1,0,3,0
DEM-018002,INS-002,1,0,28,0
DEM-018003,INS-002,1,0,4,0
DEM-018006,INS-002,1,0,4,0
DEM-018007,INS-002,1,0,4,0
DEM-018008,INS-002,1,1,90,35000
DEM-018010,INS-002,1,0,2,0
DEM-018011,INS-002,1,0,2,0
DEM-018015,INS-002,1,0,3,0
DEM-018020,INS-002,1,0,2,0
DEM-018021,INS-002,1,0,3,0
DEM-018026,INS-002,1,0,4,0
DEM-018029,INS-002,1,0,9,0
DEM-018032,INS-002,1,0,4,0
DEM-018033,INS-002,0,0,1,0
DEM-018034,INS-002,1,1,90,27777
DEM-018040,INS-002,1,0,6,0
DEM-018045,INS-002,0,0,4,0
DEM-018046,INS-002,1,0,4,0
DEM-018047,INS-002,1,0,4,0
DEM-018048,INS-002,1,0,0,0
DEM-018050,INS-002,1,1,120,43368
DEM-018052,INS-002,0,0,4,0
DEM-018057,INS-002,1,0,30,0
DEM-018061,INS-002,1,0,18,0
DEM-018062,INS-002,1,0,4,0
DEM-018065,INS-002,1,0,4,0
DEM-018069,INS-002,1,0,4,0
DEM-018072,INS-002,1,0,24,0
DEM-018074,INS-002,1,0,4,0
DEM-018077,INS-002,1,0,0,0
DEM-018078,INS-002,1,0,3,0
DEM-018088,INS-002,1,0,7,0
DEM-018089,INS-002,1,0,2,0
DEM-018090,INS-002,0,0,31,0
DEM-018092,INS-002,1,0,0,0
DEM-018094,INS-002,1,0,0,0
DEM-018097,INS-002,1,0,4,0
DEM-018102,INS-002,1,0,31,0
DEM-018104,INS-002,1,0,4,0
DEM-018108,INS-002,1,0,45,0
DEM-018112,INS-002,0,0,10,0
DEM-018117,INS-002,1,0,1,0
DEM-018118,INS-002,1,0,4,0
DEM-018130,INS-002,1,0,0,0
DEM-018135,INS-002,1,0,4,0
DEM-018138,INS-002,1,0,4,0
DEM-018141,INS-002,1,0,4,0
DEM-018144,INS-002,1,0,35,0
DEM-018150,INS-002,1,0,24,0
DEM-018160,INS-002,1,0,2,0
DEM-018161,INS-002,1,0,4,0
DEM-018162,INS-002,1,0,3,0
DEM-018164,INS-002,1,0,2,0
DEM-018165,INS-002,1,0,4,0
DEM-018178,INS-002,1,0,2,0
DEM-018183,INS-002,1,0,4,0
DEM-018185,INS-002,1,0,30,0
DEM-018188,INS-002,1,0,4,0
DEM-018189,INS-002,1,0,0,0
DEM-018194,INS-002,1,1,90,18434
DEM-018195,INS-002,1,0,3,0
DEM-018206,INS-002,1,0,4,0
DEM-018207,INS-002,1,0,3,0
DEM-018216,INS-002,1,0,4,0
DEM-018218,INS-002,1,0,31,0
DEM-018221,INS-002,1,0,4,0
DEM-018222,INS-002,1,0,34,0
DEM-018227,INS-002,0,0,35,0
DEM-018229,INS-002,1,0,4,0
DEM-018236,INS-002,1,0,3,0
DEM-018239,INS-002,1,0,4,0
DEM-018243,INS-002,1,0,12,0
DEM-018246,INS-002,0,0,34,0
DEM-018249,INS-002,1,0,3,0
DEM-018251,INS-002,0,0,4,0
DEM-018252,INS-002,1,0,2,0
DEM-018257,INS-002,1,0,2,0
DEM-018259,INS-002,1,0,4,0
DEM-018260,INS-002,1,0,4,0
DEM-018265,INS-002,1,0,3,0
DEM-018267,INS-002,1,0,4,0
DEM-018272,INS-002,1,0,31,0
DEM-018276,INS-002,1,0,0,0
DEM-018278,INS-002,1,0,35,0
DEM-018281,INS-002,1,0,79,0
DEM-018289,INS-002,1,0,0,0
DEM-018291,INS-002,1,0,25,0
DEM-018310,INS-002,1,0,0,0
DEM-018319,INS-002,1,0,4,0
DEM-018330,INS-002,1,0,3,0
DEM-018332,INS-002,0,0,4,0
DEM-018339,INS-002,1,0,2,0
DEM-018343,INS-002,1,0,4,0
DEM-018344,INS-002,1,0,32,0
DEM-018347,INS-002,1,0,4,0
DEM-018351,INS-002,1,0,2,0
DEM-018358,INS-002,1,0,4,0
DEM-018360,INS-002,1,0,27,0
DEM-018366,INS-002,1,0,2,0
DEM-018367,INS-002,1,0,39,0
DEM-018374,INS-002,1,0,4,0
DEM-018375,INS-002,1,0,3,0
DEM-018378,INS-002,1,0,2,0
DEM-018380,INS-002,0,0,4,0
DEM-018381,INS-002,1,0,26,0
DEM-018383,INS-002,1,0,0,0
DEM-018387,INS-002,1,0,4,0
DEM-018388,INS-002,1,0,34,0
DEM-018391,INS-002,0,0,3,0
DEM-018392,INS-002,1,0,1,0
DEM-018395,INS-002,1,0,4,0
DEM-018397,INS-002,1,0,3,0
DEM-018400,INS-002,1,0,4,0
DEM-018401,INS-002,1,0,4,0
DEM-018402,INS-002,1,0,32,0
DEM-018405,INS-002,1,0,8,0
DEM-018408,INS-002,1,0,16,0
DEM-018411,INS-002,1,0,4,0
DEM-018413,INS-002,1,1,90,78333
DEM-018414,INS-002,1,0,3,0
DEM-018415,INS-002,1,0,2,0
DEM-018422,INS-002,1,0,4,0
DEM-018423,INS-002,0,0,4,0
DEM-018424,INS-002,1,0,0,0
DEM-018427,INS-002,1,1,90,17500
DEM-018429,INS-002,1,0,2,0
DEM-018432,INS-002,1,0,4,0
DEM-018437,INS-002,1,0,3,0
DEM-018447,INS-002,1,0,4,0
DEM-018448,INS-002,1,0,3,0
DEM-018452,INS-002,1,0,2,0
DEM-018453,INS-002,1,0,4,0
DEM-018454,INS-002,1,0,31,0
DEM-018465,INS-002,1,0,4,0
DEM-018468,INS-002,1,0,27,0
DEM-018474,INS-002,1,0,2,0
DEM-018482,INS-002,1,0,43,0
DEM-018486,INS-002,1,0,33,0
DEM-018492,INS-002,1,0,35,0
DEM-018493,INS-002,1,0,4,0
DEM-018511,INS-002,1,0,0,0
DEM-018513,INS-002,1,0,4,0
DEM-018523,INS-002,1,0,0,0
DEM-018524,INS-002,1,0,52,0
DEM-018531,INS-002,1,0,0,0
DEM-018533,INS-002,1,0,4,0
DEM-018536,INS-002,1,0,0,0
DEM-018539,INS-002,0,0,3,0
DEM-018540,INS-002,1,0,28,0
DEM-018541,INS-002,1,0,30,0
DEM-018543,INS-002,1,0,23,0
DEM-018551,INS-002,1,0,29,0
DEM-018556,INS-002,1,0,29,0
DEM-018559,INS-002,1,0,2,0
DEM-018561,INS-002,1,0,4,0
DEM-018566,INS-002,1,0,4,0
DEM-018569,INS-002,1,0,4,0
DEM-018579,INS-002,1,0,0,0
DEM-018580,INS-002,1,0,0,0
DEM-018581,INS-002,1,0,3,0
DEM-018585,INS-002,1,0,3,0
DEM-018590,INS-002,1,0,4,0
DEM-018591,INS-002,1,0,33,0
DEM-018593,INS-002,1,0,3,0
DEM-018596,INS-002,1,0,3,0
DEM-018603,INS-002,1,0,2,0
DEM-018604,INS-002,1,0,14,0
DEM-018605,INS-002,1,0,4,0
DEM-018607,INS-002,1,0,67,0
DEM-018611,INS-002,1,0,0,0
DEM-018620,INS-002,1,0,3,0
DEM-018624,INS-002,1,0,2,0
DEM-018628,INS-002,1,0,4,0
DEM-018629,INS-002,1,0,4,0
DEM-018631,INS-002,1,0,0,0
DEM-018635,INS-002,0,1,90,8333
DEM-018636,INS-002,1,0,19,0
DEM-018638,INS-002,1,0,4,0
DEM-018640,INS-002,1,0,0,0
DEM-018641,INS-002,1,0,4,0
DEM-018643,INS-002,1,0,4,0
DEM-018647,INS-002,1,0,29,0
DEM-018655,INS-002,1,0,0,0
DEM-018659,INS-002,0,0,33,0
DEM-018666,INS-002,1,0,16,0
DEM-018667,INS-002,1,0,4,0
DEM-018669,INS-002,1,0,0,0
DEM-018670,INS-002,1,0,0,0
DEM-018674,INS-002,1,0,4,0
DEM-018675,INS-002,1,0,18,0
DEM-018679,INS-002,1,0,4,0
DEM-018680,INS-002,1,0,3,0
DEM-018681,INS-002,1,0,4,0
DEM-018683,INS-002,1,0,4,0
DEM-018684,INS-002,1,0,0,0
DEM-018686,INS-002,1,0,4,0
DEM-018687,INS-002,1,0,0,0
DEM-018694,INS-002,1,0,1,0
DEM-018695,INS-002,1,0,31,0
DEM-018696,INS-002,1,0,4,0
DEM-018697,INS-002,1,0,0,0
DEM-018698,INS-002,1,0,4,0
DEM-018700,INS-002,1,0,14,0
DEM-018701,INS-002,1,0,32,0
DEM-018706,INS-002,1,0,0,0
DEM-018707,INS-002,1,0,4,0
DEM-018711,INS-002,1,0,0,0
DEM-018716,INS-002,1,0,4,0
DEM-018719,INS-002,1,0,3,0
DEM-018727,INS-002,1,0,4,0
DEM-018733,INS-002,1,0,4,0
DEM-018746,INS-002,1,0,30,0
DEM-018748,INS-002,1,0,0,0
DEM-018752,INS-002,1,0,4,0
DEM-018757,INS-002,1,0,4,0
DEM-018761,INS-002,1,0,1,0
