identifiant_activite,identifiant_client,recettes_initiales,marge_structurelle,croissance_annuelle,volatilite_recettes,amplitude_saisonniere,mois_pic
ACT-011896,CLT-009880,648585,0.1766,-0.0591,0.1283,0.1420,11
ACT-011897,CLT-009881,283258,0.2135,-0.1508,0.2449,0.2494,11
ACT-011898,CLT-009881,489661,0.0941,0.2783,0.2506,0.1576,12
ACT-011899,CLT-009882,645818,0.1148,-0.1045,0.1212,0.0956,11
ACT-011900,CLT-009883,368250,0.1312,0.1208,0.1904,0.2314,12
ACT-011901,CLT-009884,61445,0.1988,0.1922,0.2193,0.2243,12
ACT-011902,CLT-009885,165663,0.2324,0.0769,0.2439,0.2161,12
ACT-011903,CLT-009886,495322,0.1944,0.0296,0.1660,0.2207,11
ACT-011904,CLT-009887,451762,0.0910,-0.2251,0.2161,0.2052,12
ACT-011905,CLT-009888,164944,0.0977,0.1369,0.1562,0.1773,12
ACT-011906,CLT-009889,100934,0.1545,-0.0538,0.1925,0.2085,11
ACT-011907,CLT-009889,156181,0.2418,0.0490,0.1177,0.1972,10
ACT-011908,CLT-009890,352388,0.1827,-0.1444,0.1291,0.1070,10
ACT-011909,CLT-009890,120034,0.1340,-0.1225,0.2101,0.2354,12
ACT-011910,CLT-009891,198627,0.1903,-0.0866,0.2614,0.5083,12
ACT-011911,CLT-009891,59152,0.1054,0.0406,0.1746,0.6932,11
ACT-011912,CLT-009892,351829,0.1209,-0.1919,0.1367,0.2002,11
ACT-011913,CLT-009892,181866,0.3026,0.1022,0.1579,0.0923,9
ACT-011914,CLT-009893,269771,0.3358,0.1155,0.2368,0.2802,12
ACT-011915,CLT-009893,184438,0.1740,0.0107,0.1079,0.2177,12
ACT-011916,CLT-009894,191837,0.1555,0.1289,0.1162,0.1435,12
ACT-011917,CLT-009895,179510,0.2854,0.1404,0.1662,0.1674,9
ACT-011918,CLT-009896,189666,0.1106,0.0254,0.1947,0.1593,11
ACT-011919,CLT-009896,50073,0.3382,0.0692,0.1374,0.1863,9
ACT-011920,CLT-009897,188062,0.1924,0.1244,0.3175,0.1284,12
ACT-011921,CLT-009898,208029,0.0915,0.1028,0.1426,0.1037,12
ACT-011922,CLT-009899,597096,0.0675,-0.0146,0.2564,0.2140,12
ACT-011923,CLT-009899,278933,0.1345,0.0172,0.1700,0.1661,12
ACT-011924,CLT-009900,128549,0.2164,0.0967,0.1891,0.3027,12
ACT-011925,CLT-009901,145948,0.0361,0.0165,0.1830,0.6957,11
ACT-011926,CLT-009902,105981,0.1140,-0.0114,0.1262,0.2548,11
ACT-011927,CLT-009903,131834,0.0200,-0.1128,0.1590,0.1728,11
ACT-011928,CLT-009904,25826,0.4605,-0.0001,0.1560,0.2166,12
ACT-011929,CLT-009904,30535,0.3527,-0.0414,0.2336,0.2708,12
ACT-011930,CLT-009905,187543,0.0200,0.1811,0.1415,0.1566,11
ACT-011931,CLT-009906,162171,0.2815,-0.1082,0.1599,0.2241,12
ACT-011932,CLT-009906,53386,0.1451,-0.0848,0.1224,0.2096,12
ACT-011933,CLT-009907,131039,0.0611,0.1198,0.1448,0.2828,11
ACT-011934,CLT-009907,19607,0.1124,0.1345,0.3418,0.1442,12
ACT-011935,CLT-009908,19936,0.4352,0.1253,0.1280,0.1599,12
ACT-011936,CLT-009909,186158,0.0696,0.0310,0.2515,0.1869,11
ACT-011937,CLT-009910,320368,0.1605,0.0103,0.1456,0.1619,12
ACT-011938,CLT-009911,593800,0.3525,0.1282,0.1999,0.2146,10
ACT-011939,CLT-009912,128762,0.2431,0.1552,0.1753,0.1239,12
ACT-011940,CLT-009913,318061,0.2786,0.1086,0.2074,0.1429,8
ACT-011941,CLT-009914,607122,0.1328,0.1871,0.1511,0.2097,12
ACT-011942,CLT-009915,191832,0.4427,0.0260,0.1623,0.2339,12
ACT-011943,CLT-009916,78005,0.1714,-0.1435,0.1755,0.2123,12
ACT-011944,CLT-009917,89942,0.2210,0.1634,0.1666,0.1954,8
ACT-011945,CLT-009918,163450,0.1041,0.1124,0.1613,0.2040,12
ACT-011946,CLT-009919,310458,0.1409,0.2442,0.1962,0.2248,12
ACT-011947,CLT-009920,874651,0.0867,-0.1150,0.2428,0.1620,12
ACT-011948,CLT-009921,377825,0.1522,0.2697,0.1384,0.2060,12
ACT-011949,CLT-009922,242728,0.2233,0.0774,0.1767,0.0902,8
ACT-011950,CLT-009923,149833,0.2454,-0.0118,0.2360,0.2192,12
ACT-011951,CLT-009923,37716,0.1939,0.0405,0.1610,0.2077,12
ACT-011952,CLT-009924,154666,0.1322,-0.0160,0.1863,0.5855,12
ACT-011953,CLT-009925,63000,0.2662,0.1146,0.1461,0.1245,10
ACT-011954,CLT-009925,124105,0.0860,0.1574,0.1461,0.1963,12
ACT-011955,CLT-009926,274377,0.1404,0.1095,0.2395,0.1747,11
ACT-011956,CLT-009927,521173,0.1194,0.0295,0.1849,0.1145,12
ACT-011957,CLT-009928,845775,0.2808,0.1669,0.1324,0.1556,11
ACT-011958,CLT-009929,267391,0.1733,0.0264,0.0770,0.5621,12
ACT-011959,CLT-009930,351740,0.1310,0.0774,0.2066,0.2655,12
ACT-011960,CLT-009931,61945,0.3982,-0.0294,0.1612,0.1951,12
ACT-011961,CLT-009932,347193,0.1039,0.2865,0.3183,0.2112,12
ACT-011962,CLT-009933,626730,0.3358,0.2827,0.1557,0.1222,9
ACT-011963,CLT-009934,301953,0.1739,0.1891,0.2231,0.1970,11
ACT-011964,CLT-009935,458113,0.2574,-0.0494,0.1777,0.2028,12
ACT-011965,CLT-009936,292360,0.0996,-0.0666,0.1774,0.2999,12
ACT-011966,CLT-009937,501780,0.1295,-0.1157,0.2628,0.2475,12
ACT-011967,CLT-009938,667403,0.2044,-0.0197,0.1465,0.1546,11
ACT-011968,CLT-009939,252667,0.1709,0.1948,0.2876,0.4599,12
ACT-011969,CLT-009940,148168,0.3949,0.0210,0.1781,0.2447,12
ACT-011970,CLT-009941,342985,0.2340,0.0012,0.3251,0.5465,12
ACT-011971,CLT-009942,758680,0.1618,0.0051,0.2949,0.1292,12
ACT-011972,CLT-009942,107536,0.1966,0.0230,0.1958,0.2578,12
ACT-011973,CLT-009943,462850,0.2006,-0.0102,0.2102,0.1799,12
ACT-011974,CLT-009944,194956,0.1787,0.0772,0.2053,0.1382,12
ACT-011975,CLT-009945,31019,0.3457,-0.0207,0.1327,0.1761,8
ACT-011976,CLT-009946,190125,0.1441,0.0697,0.1632,0.2660,12
ACT-011977,CLT-009947,196355,0.1841,0.0136,0.2012,0.2042,11
ACT-011978,CLT-009948,254934,0.1427,-0.0431,0.2217,0.2226,11
ACT-011979,CLT-009948,77263,0.2907,0.1282,0.3161,0.6163,11
ACT-011980,CLT-009949,1090447,0.2017,0.0298,0.1805,0.1539,11
ACT-011981,CLT-009950,86953,0.1687,-0.1484,0.2500,0.1269,12
ACT-011982,CLT-009951,58200,0.1914,0.1611,0.1345,0.2046,11
ACT-011983,CLT-009952,67058,0.1819,0.0215,0.1814,0.2302,12
ACT-011984,CLT-009953,127804,0.1365,0.0111,0.5645,0.1775,12
ACT-011985,CLT-009954,906548,0.0503,0.1396,0.1644,0.3179,12
ACT-011986,CLT-009954,169421,0.0729,0.1919,0.1847,0.3244,11
ACT-011987,CLT-009955,119535,0.1314,-0.0628,0.0808,0.1348,12
ACT-011988,CLT-009956,336709,0.0633,0.3411,0.2726,0.1698,12
ACT-011989,CLT-009957,60409,0.2876,0.0409,0.1412,0.1492,9
ACT-011990,CLT-009958,248461,0.2833,0.2309,0.2094,0.2185,12
ACT-011991,CLT-009958,45028,0.2866,0.2302,0.2859,0.1856,8
ACT-011992,CLT-009959,624826,0.3064,0.0486,0.1339,0.0663,9
ACT-011993,CLT-009959,109105,0.1400,0.2487,0.1165,0.2513,11
ACT-011994,CLT-009960,122272,0.3462,0.0198,0.5229,0.2783,12
ACT-011995,CLT-009961,86295,0.2321,0.1679,0.0780,0.1528,12
ACT-011996,CLT-009962,217166,0.1227,-0.0549,0.2013,0.0642,12
ACT-011997,CLT-009963,385815,0.1382,0.0198,0.0989,0.2735,12
ACT-011998,CLT-009964,388550,0.1209,0.0524,0.1833,0.6104,11
ACT-011999,CLT-009965,517706,0.1260,0.0049,0.3596,0.1282,12
ACT-012000,CLT-009966,70780,0.4562,-0.0554,0.1913,0.2406,11
ACT-012001,CLT-009967,242016,0.3343,0.0512,0.2720,0.1016,9
ACT-012002,CLT-009968,151351,0.1101,0.1568,0.0602,0.1208,12
ACT-012003,CLT-009969,496972,0.1302,0.0639,0.1780,0.5028,12
ACT-012004,CLT-009970,146476,0.1257,0.0193,0.1900,0.2034,12
ACT-012005,CLT-009970,193556,0.2143,-0.0839,0.1976,0.1895,12
ACT-012006,CLT-009971,1031313,0.1350,0.1306,0.2459,0.1551,11
ACT-012007,CLT-009972,76406,0.2561,-0.0704,0.2230,0.3533,11
ACT-012008,CLT-009973,321862,0.0947,-0.1779,0.1474,0.1614,12
ACT-012009,CLT-009974,282984,0.3906,-0.0486,0.1492,0.1871,10
ACT-012010,CLT-009974,114436,0.4314,-0.0384,0.1933,0.2037,12
ACT-012011,CLT-009975,2520914,0.1012,0.2147,0.1414,0.1947,11
ACT-012012,CLT-009976,103286,0.1570,-0.0324,0.1391,0.1212,12
ACT-012013,CLT-009976,129475,0.1762,-0.0102,0.1622,0.1836,12
ACT-012014,CLT-009977,55703,0.4966,-0.0787,0.2163,0.2426,12
ACT-012015,CLT-009978,71829,0.1703,-0.1123,0.1705,0.0914,11
ACT-012016,CLT-009979,218130,0.1101,0.0260,0.1154,0.1965,12
ACT-012017,CLT-009980,316323,0.3766,-0.1048,0.1757,0.2151,9
ACT-012018,CLT-009981,143311,0.1453,0.1061,0.1979,0.2433,12
ACT-012019,CLT-009982,122755,0.2224,-0.1175,0.1218,0.1911,11
ACT-012020,CLT-009983,360654,0.2279,-0.0954,0.2247,0.1815,11
ACT-012021,CLT-009984,878698,0.1217,0.0489,0.1166,0.1060,11
ACT-012022,CLT-009984,52140,0.2546,-0.0594,0.0800,0.2254,12
ACT-012023,CLT-009985,149980,0.1844,-0.2189,0.2091,0.1824,12
ACT-012024,CLT-009986,48436,0.1580,-0.0560,0.1436,0.1859,12
ACT-012025,CLT-009986,53393,0.2708,0.0443,0.0976,0.1212,10
ACT-012026,CLT-009987,648513,0.1631,0.2044,0.0828,0.1905,11
ACT-012027,CLT-009988,102638,0.3703,0.0828,0.1386,0.2821,12
ACT-012028,CLT-009989,153396,0.2833,0.0289,0.1114,0.1810,12
ACT-012029,CLT-009990,171714,0.1093,0.0610,0.4571,0.1488,11
ACT-012030,CLT-009991,136321,0.1722,0.2244,0.0834,0.5323,12
ACT-012031,CLT-009992,315944,0.2420,0.0687,0.2270,0.3187,11
ACT-012032,CLT-009993,569342,0.1438,-0.0045,0.1663,0.2100,12
ACT-012033,CLT-009994,288464,0.1521,0.0036,0.1097,0.1766,12
ACT-012034,CLT-009995,312941,0.1106,0.0260,0.1866,0.1915,12
ACT-012035,CLT-009996,323420,0.1344,-0.0034,0.1193,0.1481,11
ACT-012036,CLT-009997,634238,0.1024,0.0295,0.2326,0.2407,12
ACT-012037,CLT-009998,324580,0.0668,0.0741,0.1671,0.1775,12
ACT-012038,CLT-009999,279580,0.2166,0.2320,0.1776,0.2817,12
ACT-012039,CLT-010000,241320,0.1586,0.0006,0.1528,0.2606,11
ACT-012040,CLT-010000,115753,0.1013,0.1693,0.2075,0.1993,11
ACT-012041,CLT-010001,144346,0.2345,0.0213,0.3502,0.2828,9
ACT-012042,CLT-010002,207795,0.2222,0.1128,0.3978,0.3498,10
ACT-012043,CLT-010003,159771,0.1911,-0.1648,0.0838,0.5820,11
ACT-012044,CLT-010003,27409,0.2009,-0.0357,0.1444,0.3662,11
ACT-012045,CLT-010004,50995,0.3927,0.1572,0.4719,0.5080,11
ACT-012046,CLT-010005,76275,0.1303,-0.1506,0.2513,0.1536,12
ACT-012047,CLT-010005,24421,0.1559,0.0834,0.3612,0.3681,10
ACT-012048,CLT-010006,494612,0.2833,-0.0456,0.4297,0.4602,12
ACT-012049,CLT-010007,125984,0.2446,-0.0645,0.4534,0.5354,10
ACT-012050,CLT-010008,377810,0.1257,-0.1354,0.2970,0.2279,11
ACT-012051,CLT-010009,49233,0.2080,-0.0044,0.5337,0.5867,12
ACT-012052,CLT-010010,463366,0.1333,0.0686,0.3929,0.2433,9
ACT-012053,CLT-010011,421632,0.0789,0.1898,0.3052,0.2015,12
ACT-012054,CLT-010012,498878,0.0694,0.0662,0.3328,0.1446,11
ACT-012055,CLT-010013,92720,0.2628,-0.2076,0.2991,0.1922,12
ACT-012056,CLT-010014,70227,0.4890,0.0836,0.4019,0.3770,9
ACT-012057,CLT-010014,38024,0.3685,-0.0421,0.4551,0.4854,12
ACT-012058,CLT-010015,160432,0.2922,-0.1659,0.5157,0.5236,10
ACT-012059,CLT-010016,639583,0.1256,0.1123,0.4744,0.5336,12
ACT-012060,CLT-010017,51203,0.2709,0.0189,0.5057,0.5508,11
ACT-012061,CLT-010018,168765,0.2636,0.1608,0.0667,0.2999,12
ACT-012062,CLT-010019,204687,0.2131,0.0691,0.4033,0.5817,11
ACT-012063,CLT-010020,100877,0.1136,-0.0934,0.2565,0.1897,11
ACT-012064,CLT-010021,394148,0.1762,0.0042,0.3596,0.4051,9
ACT-012065,CLT-010022,256904,0.0754,-0.1131,0.2820,0.1353,12
ACT-012066,CLT-010023,231821,0.2373,0.0272,0.4128,0.5130,11
ACT-012067,CLT-010024,233572,0.2901,-0.0089,0.3921,0.6250,12
ACT-012068,CLT-010025,161239,0.2822,0.1895,0.3780,0.2000,11
ACT-012069,CLT-010026,536680,0.1064,-0.1687,0.2956,0.1848,12
ACT-012070,CLT-010027,483655,0.1384,-0.0203,0.3997,0.6395,10
ACT-012071,CLT-010028,357016,0.2643,-0.0337,0.4585,0.6119,12
ACT-012072,CLT-010029,619992,0.2370,0.0059,0.3903,0.5821,10
ACT-012073,CLT-010030,56402,0.2436,-0.1055,0.4455,0.5256,11
ACT-012074,CLT-010031,1606808,0.0402,0.0858,0.2779,0.1610,11
ACT-012075,CLT-010031,388989,0.0784,0.0180,0.3966,0.3748,11
ACT-012076,CLT-010032,126849,0.2543,0.0853,0.4697,0.5514,12
ACT-012077,CLT-010033,164587,0.2079,-0.1124,0.0848,0.3625,11
ACT-012078,CLT-010034,132406,0.2346,-0.0368,0.3646,0.3533,11
ACT-012079,CLT-010034,224018,0.2371,-0.1278,0.5431,0.5226,10
ACT-012080,CLT-010035,149369,0.2168,0.1442,0.3657,0.3180,9
ACT-012081,CLT-010035,20614,0.2780,0.1263,0.2253,0.2954,12
ACT-012082,CLT-010036,215627,0.1140,-0.0355,0.3099,0.1773,12
ACT-012083,CLT-010037,90642,0.2927,0.0648,0.3740,0.2139,12
ACT-012084,CLT-010038,72666,0.3585,-0.0606,0.4369,0.5894,12
ACT-012085,CLT-010038,21111,0.3672,-0.0302,0.3063,0.1891,12
ACT-012086,CLT-010039,158018,0.0352,0.0070,0.2672,0.2033,12
ACT-012087,CLT-010039,148467,0.2295,-0.0127,0.3238,0.2279,12
ACT-012088,CLT-010040,243857,0.1677,0.1938,0.4178,0.5110,11
ACT-012089,CLT-010041,106323,0.2480,0.1035,0.4827,0.5349,11
ACT-012090,CLT-010041,67025,0.2342,-0.1208,0.4913,0.3564,11
ACT-012091,CLT-010042,92232,0.1604,0.0070,0.4173,0.4986,12
ACT-012092,CLT-010042,48127,0.2316,0.1344,0.3254,0.2381,11
ACT-012093,CLT-010043,334777,0.1381,-0.0219,0.4604,0.7000,10
ACT-012094,CLT-010044,1018259,0.0509,0.1054,0.3136,0.2497,12
ACT-012095,CLT-010045,418609,0.2940,0.0170,0.4450,0.5134,10
ACT-012096,CLT-010046,2188977,0.1422,-0.0134,0.3265,0.2267,11
ACT-012097,CLT-010047,333332,0.2950,-0.2456,0.3079,0.3292,12
ACT-012098,CLT-010048,109089,0.2771,-0.0171,0.0631,0.2452,11
ACT-012099,CLT-010048,101682,0.1091,0.1219,0.0648,0.5142,11
ACT-012100,CLT-010049,88569,0.0951,0.0019,0.1958,0.1161,12
ACT-012101,CLT-010050,171588,0.0237,-0.1234,0.2930,0.1640,12
ACT-012102,CLT-010051,86578,0.2047,-0.1583,0.3174,0.3203,11
ACT-012103,CLT-010051,26029,0.1678,-0.2208,0.4522,0.5144,10
ACT-012104,CLT-010052,222095,0.0853,0.0226,0.4878,0.5627,11
ACT-012105,CLT-010053,170777,0.3036,0.1225,0.3703,0.6101,10
ACT-012106,CLT-010054,60552,0.2540,0.0585,0.0965,0.4960,12
ACT-012107,CLT-010055,255261,0.1538,0.3378,0.0953,0.6324,10
ACT-012108,CLT-010055,68857,0.1377,0.0371,0.0586,0.1915,12
ACT-012109,CLT-010056,548400,0.2666,-0.1495,0.5071,0.5802,11
ACT-012110,CLT-010057,207878,0.1404,0.1862,0.2892,0.2694,12
ACT-012111,CLT-010058,629742,0.2994,0.1229,0.4574,0.5808,10
ACT-012112,CLT-010059,336932,0.2845,0.2035,0.3279,0.2745,10
ACT-012113,CLT-010059,122042,0.2466,0.1257,0.4146,0.5474,11
ACT-012114,CLT-010060,164084,0.1685,0.1344,0.3976,0.2588,12
ACT-012115,CLT-010061,138686,0.2036,-0.1369,0.4467,0.5723,11
ACT-012116,CLT-010062,570050,0.1370,0.0139,0.2679,0.2342,12
ACT-012117,CLT-010062,210653,0.2603,0.0286,0.4709,0.5210,11
ACT-012118,CLT-010063,128706,0.2255,0.1087,0.4295,0.3356,11
ACT-012119,CLT-010063,37656,0.2597,-0.0191,0.4312,0.5501,10
ACT-012120,CLT-010064,233173,0.1274,0.0651,0.3971,0.4814,10
ACT-012121,CLT-010064,76984,0.2812,-0.0143,0.4396,0.4390,10
ACT-012122,CLT-010065,197840,0.1235,-0.1400,0.2676,0.1611,11
ACT-012123,CLT-010066,249350,0.2295,-0.1989,0.4865,0.5716,10
ACT-012124,CLT-010067,310065,0.2838,0.0433,0.2363,0.1312,9
ACT-012125,CLT-010068,137273,0.2555,0.0779,0.2830,0.2308,12
ACT-012126,CLT-010069,442945,0.3015,-0.1124,0.2990,0.1956,11
ACT-012127,CLT-010070,139511,0.3882,-0.2038,0.4455,0.6779,10
ACT-012128,CLT-010071,314673,0.4369,-0.0496,0.3703,0.3433,9
ACT-012129,CLT-010072,53858,0.2057,-0.0066,0.4029,0.5975,10
ACT-012130,CLT-010073,100055,0.0200,0.2228,0.2894,0.2605,12
ACT-012131,CLT-010074,75716,0.2228,-0.0624,0.4196,0.5844,10
ACT-012132,CLT-010074,25310,0.2340,-0.0760,0.2788,0.6287,12
ACT-012133,CLT-010075,208113,0.1459,0.0034,0.3596,0.3545,10
ACT-012134,CLT-010076,212986,0.2811,-0.1144,0.5013,0.6011,12
ACT-012135,CLT-010077,406767,0.0287,0.1697,0.3260,0.2413,11
ACT-012136,CLT-010078,114253,0.2044,-0.1946,0.4412,0.6086,12
ACT-012137,CLT-010079,102752,0.2143,-0.0255,0.3497,0.3061,11
ACT-012138,CLT-010080,170541,0.1930,-0.0187,0.4314,0.5612,11
ACT-012139,CLT-010081,230863,0.1987,-0.0989,0.4584,0.4920,12
ACT-012140,CLT-010082,84861,0.3732,-0.0644,0.4805,0.5362,12
ACT-012141,CLT-010082,49587,0.3626,0.1724,0.2077,0.1806,12
ACT-012142,CLT-010083,513312,0.1417,-0.1456,0.1135,0.2611,9
ACT-012143,CLT-010084,544435,0.0460,-0.0493,0.4569,0.5094,12
ACT-012144,CLT-010085,40338,0.2726,-0.1234,0.4650,0.5568,10
ACT-012145,CLT-010085,65226,0.2215,0.1250,0.2870,0.2533,11
ACT-012146,CLT-010086,132026,0.2348,-0.0424,0.5774,0.6108,12
ACT-012147,CLT-010087,343447,0.1803,0.0332,0.3334,0.3776,10
ACT-012148,CLT-010088,129946,0.1721,-0.1584,0.4285,0.5881,11
ACT-012149,CLT-010089,228813,0.2704,0.1116,0.4139,0.3915,10
ACT-012150,CLT-010089,53163,0.0834,-0.0021,0.2897,0.2500,12
ACT-012151,CLT-010090,257858,0.2956,-0.1674,0.3182,0.3637,12
ACT-012152,CLT-010091,115918,0.1429,0.0364,0.5888,0.3737,11
ACT-012153,CLT-010092,348787,0.1900,0.0240,0.4302,0.5781,10
ACT-012154,CLT-010093,189616,0.2642,-0.1725,0.4092,0.2553,12
ACT-012155,CLT-010094,251542,0.0943,0.1385,0.2125,0.2860,12
ACT-012156,CLT-010095,253446,0.2470,-0.0572,0.3571,0.3420,10
ACT-012157,CLT-010095,156358,0.2952,-0.0238,0.3507,0.2558,12
ACT-012158,CLT-010096,273728,0.3341,0.0111,0.5146,0.3663,11
ACT-012159,CLT-010097,91939,0.2665,0.0333,0.4144,0.4792,12
ACT-012160,CLT-010098,164049,0.1369,0.0508,0.2898,0.2183,12
ACT-012161,CLT-010098,240674,0.2546,0.1887,0.5148,0.5282,11
ACT-012162,CLT-010099,167255,0.0479,0.0018,0.5860,0.1594,12
ACT-012163,CLT-010100,593981,0.2452,0.0065,0.4064,0.5623,11
ACT-012164,CLT-010100,146908,0.1690,-0.0539,0.3916,0.3271,11
ACT-012165,CLT-010101,288479,0.2079,-0.1372,0.4496,0.5308,12
ACT-012166,CLT-010102,481737,0.1181,-0.0629,0.4261,0.5266,12
ACT-012167,CLT-010103,177856,0.2269,0.0100,0.4489,0.5927,10
ACT-012168,CLT-010104,127732,0.2853,-0.1489,0.2597,0.1541,12
ACT-012169,CLT-010105,107425,0.2466,-0.1551,0.3517,0.3532,9
ACT-012170,CLT-010106,151580,0.2420,0.1852,0.2412,0.2457,12
ACT-012171,CLT-010107,567050,0.0668,-0.0361,0.2875,0.1879,12
ACT-012172,CLT-010108,196904,0.1466,0.0362,0.3850,0.1748,11
ACT-012173,CLT-010109,214516,0.2831,-0.1740,0.2464,0.2132,12
ACT-012174,CLT-010109,126075,0.0853,-0.1982,0.2597,0.1178,11
ACT-012175,CLT-010110,252742,0.2785,-0.1537,0.4273,0.5851,11
ACT-012176,CLT-010111,228181,0.1178,-0.1151,0.2549,0.2126,12
ACT-012177,CLT-010112,128516,0.1873,0.0330,0.5177,0.4720,10
ACT-012178,CLT-010113,308398,0.2115,-0.1055,0.4180,0.6119,10
ACT-012179,CLT-010114,155973,0.2989,0.0699,0.4089,0.5929,12
ACT-012180,CLT-010114,27075,0.1463,-0.0575,0.2842,0.1540,12
ACT-012181,CLT-010115,1138895,0.0414,0.1481,0.3916,0.3732,9
ACT-012182,CLT-010116,186726,0.2067,0.0643,0.2482,0.2313,12
ACT-012183,CLT-010117,128157,0.1287,0.1182,0.4209,0.3523,10
ACT-012184,CLT-010118,364777,0.1737,-0.0333,0.2602,0.1833,11
ACT-012185,CLT-010119,83808,0.2595,0.0866,0.4751,0.5668,12
ACT-012186,CLT-010119,480919,0.1378,0.1027,0.5270,0.1970,11
ACT-012187,CLT-010120,407868,0.1675,0.0042,0.4852,0.4257,9
ACT-012188,CLT-010121,361632,0.0953,0.0961,0.2722,0.2011,12
ACT-012189,CLT-010122,129233,0.2101,0.1277,0.3019,0.1813,11
ACT-012190,CLT-010123,56223,0.2111,0.0828,0.4268,0.6054,10
ACT-012191,CLT-010124,143735,0.2158,-0.0501,0.4419,0.6583,11
ACT-012192,CLT-010125,157971,0.1742,0.0566,0.1196,0.2572,12
ACT-012193,CLT-010126,68295,0.3589,-0.0454,0.4039,0.5815,12
ACT-012194,CLT-010127,163422,0.2449,0.0804,0.4857,0.5081,12
ACT-012195,CLT-010128,266978,0.2774,0.0897,0.3516,0.2457,12
ACT-012196,CLT-010128,23515,0.2818,0.0661,0.4372,0.6403,11
ACT-012197,CLT-010129,113166,0.0489,0.0779,0.3265,0.2350,11
ACT-012198,CLT-010130,242456,0.0913,-0.0391,0.3731,0.3416,9
ACT-012199,CLT-010130,404261,0.0379,0.0622,0.3392,0.1257,11
ACT-012200,CLT-010131,186052,0.2253,0.0906,0.4308,0.3812,11
ACT-012201,CLT-010131,32752,0.1882,-0.0522,0.4590,0.5763,10
ACT-012202,CLT-010132,246401,0.2032,0.1793,0.3790,0.3367,9
ACT-012203,CLT-010132,94338,0.3511,-0.0288,0.2269,0.1539,8
ACT-012204,CLT-010133,929203,0.2886,0.0741,0.2874,0.2807,12
ACT-012205,CLT-010134,50286,0.1881,0.0571,0.5537,0.6092,10
ACT-012206,CLT-010134,455880,0.0838,0.0960,0.4295,0.1768,11
ACT-012207,CLT-010135,160550,0.1656,-0.0528,0.2943,0.2037,11
ACT-012208,CLT-010135,199057,0.2688,0.0188,0.3735,0.3459,10
ACT-012209,CLT-010136,351662,0.2531,0.0235,0.3018,0.2348,11
ACT-012210,CLT-010137,215702,0.1983,-0.0340,0.5070,0.5638,11
ACT-012211,CLT-010138,420520,0.2013,0.0888,0.4032,0.5257,12
ACT-012212,CLT-010139,154242,0.2465,-0.0876,0.4238,0.2096,11
ACT-012213,CLT-010140,485143,0.3477,0.0033,0.3280,0.4864,12
ACT-012214,CLT-010141,533849,0.2165,0.0231,0.2384,0.2533,12
ACT-012215,CLT-010142,116866,0.2670,0.0193,0.4603,0.5417,12
ACT-012216,CLT-010143,141012,0.2547,-0.0910,0.3497,0.3239,11
ACT-012217,CLT-010143,32966,0.0200,-0.0238,0.2882,0.2484,12
ACT-012218,CLT-010144,303254,0.2864,0.0004,0.4054,0.4743,12
ACT-012219,CLT-010145,591802,0.2144,0.1572,0.4621,0.4896,11
ACT-012220,CLT-010146,68640,0.1875,0.0183,0.3068,0.2723,12
ACT-012221,CLT-010146,74331,0.2188,-0.0559,0.5080,0.5722,10
ACT-012222,CLT-010147,307302,0.3670,0.1133,0.3296,0.0651,12
ACT-012223,CLT-010147,54812,0.3886,0.0341,0.5236,0.4300,10
ACT-012224,CLT-010148,467173,0.2113,0.1115,0.3721,0.3277,9
ACT-012225,CLT-010149,173718,0.2470,0.1140,0.4158,0.5166,12
ACT-012226,CLT-010150,147030,0.2344,0.2659,0.4121,0.5555,11
ACT-012227,CLT-010151,39372,0.4182,-0.1087,0.3885,0.3101,10
ACT-012228,CLT-010152,135485,0.3440,-0.1602,0.4303,0.6497,11
ACT-012229,CLT-010153,519417,0.1165,-0.0260,0.2537,0.2164,12
ACT-012230,CLT-010154,100837,0.3229,-0.0938,0.0964,0.1333,9
ACT-012231,CLT-010154,57639,0.2104,-0.0001,0.0664,0.5016,10
ACT-012232,CLT-010155,80047,0.2201,-0.1370,0.4349,0.5564,12
ACT-012233,CLT-010156,119538,0.2361,0.0465,0.4018,0.2288,12
ACT-012234,CLT-010157,286134,0.1730,0.0638,0.4792,0.5865,12
ACT-012235,CLT-010158,124626,0.2291,0.0635,0.2559,0.5779,12
ACT-012236,CLT-010159,604038,0.2120,0.0103,0.4506,0.5553,12
ACT-012237,CLT-010160,410345,0.2652,-0.0103,0.3323,0.2877,10
ACT-012238,CLT-010161,395476,0.1813,-0.0706,0.4293,0.6003,10
ACT-012239,CLT-010162,292226,0.4246,-0.0456,0.3591,0.1326,11
ACT-012240,CLT-010162,19980,0.3796,-0.0739,0.4157,0.5539,12
ACT-012241,CLT-010163,258143,0.0891,-0.0574,0.4584,0.5831,11
ACT-012242,CLT-010164,242169,0.1894,0.0411,0.5376,0.4671,9
ACT-012243,CLT-010165,125458,0.1719,0.0236,0.3842,0.3394,9
ACT-012244,CLT-010165,66061,0.2512,0.0341,0.4345,0.5559,10
ACT-012245,CLT-010166,430422,0.3323,0.0197,0.2484,0.2000,8
ACT-012246,CLT-010167,47632,0.1762,0.0476,0.4370,0.5405,12
ACT-012247,CLT-010168,97415,0.3722,-0.0922,0.4322,0.6348,10
ACT-012248,CLT-010169,48319,0.3046,-0.0855,0.2903,0.2647,12
