identifiant_activite,identifiant_client,identifiant_institution,mois,recettes_reelles,charges_reelles,revenu_net_reel,indice_saison,effet_evenement,effet_macro
ACT-000027,CLT-000022,INS-001,2021-02,318352,185758,132594,0.8599,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2021-03,365493,213265,152228,0.8787,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2021-04,275488,160747,114741,0.9300,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2021-05,351035,204829,146206,1.0000,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2021-06,304633,177753,126880,1.0700,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2021-07,392629,229099,163530,1.1213,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2021-08,512809,299224,213585,1.1401,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2021-09,574490,335215,239275,1.1213,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2021-10,261886,152811,109076,1.0700,0.7004,1.0000
ACT-000027,CLT-000022,INS-001,2021-11,261247,152438,108810,1.0000,0.7004,1.0000
ACT-000027,CLT-000022,INS-001,2021-12,149434,87195,62239,0.9300,0.7004,1.0000
ACT-000027,CLT-000022,INS-001,2022-01,203729,118876,84853,0.8787,0.7004,1.0000
ACT-000027,CLT-000022,INS-001,2022-02,232649,135751,96898,0.8599,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2022-03,269362,157173,112189,0.8787,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2022-04,328509,191685,136824,0.9300,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2022-05,309936,180848,129089,1.0000,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2022-06,440638,257112,183526,1.0700,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2022-07,427880,249668,178212,1.1213,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2022-08,343052,200171,142881,1.1401,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2022-09,378118,220632,157486,1.1213,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2022-10,397264,245712,151552,1.0700,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2022-11,402821,249149,153672,1.0000,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2022-12,306336,189472,116864,0.9300,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2023-01,302691,180152,122538,0.8787,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2023-02,436407,259737,176671,0.8599,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2023-03,511374,304355,207020,0.8787,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2023-04,402501,239557,162944,0.9300,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2023-05,540679,321796,218883,1.0000,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2023-06,498520,290887,207634,1.0700,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2023-07,488018,284758,203259,1.1213,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2023-08,570278,332757,237521,1.1401,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2023-09,496091,289469,206622,1.1213,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2023-10,619024,361200,257823,1.0700,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2023-11,515910,301033,214876,1.0000,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2023-12,509854,297500,212354,0.9300,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2024-01,331431,197258,134173,0.8787,1.0000,1.0239
ACT-000027,CLT-000022,INS-001,2024-02,339297,201940,137358,0.8599,1.0000,1.0239
ACT-000027,CLT-000022,INS-001,2024-03,369285,219787,149497,0.8787,1.0000,1.0239
ACT-000027,CLT-000022,INS-001,2024-04,337271,200733,136537,0.9300,1.0000,1.0239
ACT-000027,CLT-000022,INS-001,2024-05,331954,197569,134385,1.0000,1.0000,1.0239
ACT-000027,CLT-000022,INS-001,2024-06,406986,242226,164760,1.0700,1.0000,1.0239
ACT-000027,CLT-000022,INS-001,2024-07,213016,126781,86235,1.1213,0.7097,1.0239
ACT-000027,CLT-000022,INS-001,2024-08,265710,158143,107568,1.1401,0.7097,1.0239
ACT-000027,CLT-000022,INS-001,2024-09,350657,208701,141957,1.1213,1.0000,1.0239
ACT-000027,CLT-000022,INS-001,2024-10,515420,306763,208658,1.0700,1.0000,1.0239
ACT-000027,CLT-000022,INS-001,2024-11,477288,284068,193221,1.0000,1.0000,1.0239
ACT-000027,CLT-000022,INS-001,2024-12,545228,324503,220725,0.9300,1.0000,1.0239
ACT-000027,CLT-000022,INS-001,2025-01,467194,340759,126434,0.8787,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2025-02,393455,286976,106479,0.8599,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2025-03,468957,342046,126912,0.8787,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2025-04,462667,337458,125209,0.9300,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2025-05,429598,313338,116260,1.0000,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2025-06,397068,289611,107457,1.0700,0.8104,1.0000
ACT-000027,CLT-000022,INS-001,2025-07,435454,317609,117845,1.1213,0.8104,1.0000
ACT-000027,CLT-000022,INS-001,2025-08,532316,388258,144058,1.1401,0.8104,1.0000
ACT-000027,CLT-000022,INS-001,2025-09,431819,314958,116861,1.1213,0.8104,1.0000
ACT-000027,CLT-000022,INS-001,2025-10,583512,425599,157913,1.0700,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2025-11,420703,306850,113853,1.0000,1.0000,1.0000
ACT-000027,CLT-000022,INS-001,2025-12,436889,318656,118233,0.9300,1.0000,1.0000
ACT-000028,CLT-000023,INS-001,2025-04,499415,526883,-27468,0.8553,1.0000,1.0000
ACT-000028,CLT-000023,INS-001,2025-05,365379,385474,-20096,0.7495,1.0000,1.0000
ACT-000028,CLT-000023,INS-001,2025-06,401342,423416,-22074,0.7107,1.0000,1.0000
ACT-000028,CLT-000023,INS-001,2025-07,353471,372912,-19441,0.7495,1.0000,1.0000
ACT-000028,CLT-000023,INS-001,2025-08,349874,369117,-19243,0.8554,1.0000,1.0000
ACT-000028,CLT-000023,INS-001,2025-09,384909,406079,-21170,1.0000,1.0000,1.0000
ACT-000028,CLT-000023,INS-001,2025-10,550073,580327,-30254,1.1446,1.0000,1.0000
ACT-000028,CLT-000023,INS-001,2025-11,561039,591896,-30857,1.2505,1.0000,1.0000
ACT-000028,CLT-000023,INS-001,2025-12,756143,797731,-41588,1.2893,1.0000,1.0000
ACT-000029,CLT-000023,INS-001,2025-04,88132,92781,-4649,0.8588,1.0000,1.0000
ACT-000029,CLT-000023,INS-001,2025-05,89341,94053,-4713,0.8369,1.0000,1.0000
ACT-000029,CLT-000023,INS-001,2025-06,112718,118664,-5946,0.8588,1.0000,1.0000
ACT-000029,CLT-000023,INS-001,2025-07,107920,113613,-5693,0.9184,1.0000,1.0000
ACT-000029,CLT-000023,INS-001,2025-08,124558,131128,-6570,1.0000,1.0000,1.0000
ACT-000029,CLT-000023,INS-001,2025-09,148484,156317,-7833,1.0816,1.0000,1.0000
ACT-000029,CLT-000023,INS-001,2025-10,169622,178570,-8948,1.1412,1.0000,1.0000
ACT-000029,CLT-000023,INS-001,2025-11,144366,151981,-7615,1.1631,1.0000,1.0000
ACT-000029,CLT-000023,INS-001,2025-12,114989,121055,-6066,1.1412,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2021-02,718692,614554,104138,1.0993,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2021-03,618821,529154,89667,1.0000,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2021-04,641519,548563,92956,0.9007,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2021-05,475154,406304,68850,0.8280,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2021-06,582163,497807,84355,0.8014,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2021-07,521438,445882,75556,0.8280,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2021-08,601431,514284,87147,0.9007,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2021-09,722959,618202,104757,1.0000,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2021-10,806993,690060,116933,1.0993,0.8722,1.0000
ACT-000030,CLT-000024,INS-001,2021-11,599024,512226,86799,1.1720,0.8722,1.0000
ACT-000030,CLT-000024,INS-001,2021-12,840742,718918,121823,1.1986,0.8722,1.0000
ACT-000030,CLT-000024,INS-001,2022-01,606250,518404,87846,1.1720,0.8722,1.0000
ACT-000030,CLT-000024,INS-001,2022-02,526685,450368,76317,1.0993,0.8722,1.0000
ACT-000030,CLT-000024,INS-001,2022-03,538707,460648,78059,1.0000,0.8722,1.0000
ACT-000030,CLT-000024,INS-001,2022-04,636217,544030,92188,0.9007,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2022-05,383429,327870,55559,0.8280,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2022-06,343378,293623,49756,0.8014,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2022-07,467310,399597,67713,0.8280,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2022-08,504434,431342,73093,0.9007,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2022-09,681785,582995,98791,1.0000,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2022-10,695598,630494,65104,1.0993,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2022-11,740044,670780,69264,1.1720,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2022-12,925884,839227,86657,1.1986,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2023-01,701064,611469,89595,1.1720,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2023-02,607814,530136,77677,1.0993,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2023-03,515492,449613,65879,1.0000,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2023-04,646682,564038,82645,0.9007,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2023-05,620494,541196,79298,0.8280,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2023-06,485512,415161,70351,0.8014,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2023-07,468562,400667,67895,0.8280,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2023-08,521745,446144,75601,0.9007,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2023-09,687914,588235,99679,1.0000,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2023-10,539774,461561,78213,1.0993,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2023-11,781106,667923,113182,1.1720,1.2512,1.0000
ACT-000030,CLT-000024,INS-001,2023-12,878633,751319,127314,1.1986,1.2512,1.0000
ACT-000030,CLT-000024,INS-001,2024-01,1110930,968956,141975,1.1720,1.3035,1.0239
ACT-000030,CLT-000024,INS-001,2024-02,706634,616328,90306,1.0993,1.3035,1.0239
ACT-000030,CLT-000024,INS-001,2024-03,569758,496944,72814,1.0000,1.2512,1.0239
ACT-000030,CLT-000024,INS-001,2024-04,559773,488235,71538,0.9007,1.2512,1.0239
ACT-000030,CLT-000024,INS-001,2024-05,613833,535387,78447,0.8280,1.2512,1.0239
ACT-000030,CLT-000024,INS-001,2024-06,636980,555575,81405,0.8014,1.0000,1.0239
ACT-000030,CLT-000024,INS-001,2024-07,466398,406793,59605,0.8280,1.0000,1.0239
ACT-000030,CLT-000024,INS-001,2024-08,455610,397384,58226,0.9007,1.0000,1.0239
ACT-000030,CLT-000024,INS-001,2024-09,459138,400461,58677,1.0000,1.0000,1.0239
ACT-000030,CLT-000024,INS-001,2024-10,565558,493281,72277,1.0993,1.0000,1.0239
ACT-000030,CLT-000024,INS-001,2024-11,717242,625580,91662,1.1720,1.0000,1.0239
ACT-000030,CLT-000024,INS-001,2024-12,749824,653998,95826,1.1986,1.0000,1.0239
ACT-000030,CLT-000024,INS-001,2025-01,384052,410503,-26452,1.1720,0.6978,1.0000
ACT-000030,CLT-000024,INS-001,2025-02,424569,453812,-29242,1.0993,0.6978,1.0000
ACT-000030,CLT-000024,INS-001,2025-03,194070,207437,-13367,1.0000,0.4009,1.0000
ACT-000030,CLT-000024,INS-001,2025-04,298327,318874,-20547,0.9007,0.6978,1.0000
ACT-000030,CLT-000024,INS-001,2025-05,321952,344126,-22174,0.8280,0.6978,1.0000
ACT-000030,CLT-000024,INS-001,2025-06,286437,306166,-19728,0.8014,0.6978,1.0000
ACT-000030,CLT-000024,INS-001,2025-07,438100,468274,-30174,0.8280,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2025-08,440308,470635,-30326,0.9007,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2025-09,550445,588357,-37912,1.0000,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2025-10,766186,818957,-52771,1.0993,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2025-11,676836,723453,-46617,1.1720,1.0000,1.0000
ACT-000030,CLT-000024,INS-001,2025-12,661201,706741,-45540,1.1986,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2021-02,163048,139976,23071,1.0970,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2021-03,144824,124331,20493,1.0000,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2021-04,116626,100123,16503,0.9030,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2021-05,110689,95027,15663,0.8321,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2021-06,84495,72539,11956,0.8061,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2021-07,124720,107072,17648,0.8321,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2021-08,158386,135974,22412,0.9031,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2021-09,195772,168070,27702,1.0000,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2021-10,134064,115094,18970,1.0970,0.8722,1.0000
ACT-000031,CLT-000024,INS-001,2021-11,181730,156015,25715,1.1679,0.8722,1.0000
ACT-000031,CLT-000024,INS-001,2021-12,233576,200525,33051,1.1939,0.8722,1.0000
ACT-000031,CLT-000024,INS-001,2022-01,188073,161461,26612,1.1679,0.8722,1.0000
ACT-000031,CLT-000024,INS-001,2022-02,143487,123183,20303,1.0970,0.8722,1.0000
ACT-000031,CLT-000024,INS-001,2022-03,124357,106761,17597,1.0000,0.8722,1.0000
ACT-000031,CLT-000024,INS-001,2022-04,141623,121583,20040,0.9030,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2022-05,148066,127115,20951,0.8321,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2022-06,117426,100811,16616,0.8061,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2022-07,129667,111319,18348,0.8321,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2022-08,109263,93803,15461,0.9031,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2022-09,130915,112391,18524,1.0000,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2022-10,161537,147001,14537,1.0970,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2022-11,222903,202844,20059,1.1679,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2022-12,174411,158716,15695,1.1939,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2023-01,195535,171224,24311,1.1679,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2023-02,168779,147794,20984,1.0970,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2023-03,212715,186268,26447,1.0000,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2023-04,197677,173099,24577,0.9030,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2023-05,164709,144231,20478,0.8321,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2023-06,139989,120181,19808,0.8061,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2023-07,103932,89225,14706,0.8321,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2023-08,118307,101567,16740,0.9031,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2023-09,152910,131273,21637,1.0000,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2023-10,158408,135993,22415,1.0970,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2023-11,180437,154905,25532,1.1679,1.2512,1.0000
ACT-000031,CLT-000024,INS-001,2023-12,239751,205826,33925,1.1939,1.2512,1.0000
ACT-000031,CLT-000024,INS-001,2024-01,202273,177124,25149,1.1679,1.3035,1.0239
ACT-000031,CLT-000024,INS-001,2024-02,247016,216304,30711,1.0970,1.3035,1.0239
ACT-000031,CLT-000024,INS-001,2024-03,191230,167455,23776,1.0000,1.2512,1.0239
ACT-000031,CLT-000024,INS-001,2024-04,178374,156197,22177,0.9030,1.2512,1.0239
ACT-000031,CLT-000024,INS-001,2024-05,165976,145340,20636,0.8321,1.2512,1.0239
ACT-000031,CLT-000024,INS-001,2024-06,171070,149801,21269,0.8061,1.0000,1.0239
ACT-000031,CLT-000024,INS-001,2024-07,173042,151528,21514,0.8321,1.0000,1.0239
ACT-000031,CLT-000024,INS-001,2024-08,164071,143672,20399,0.9031,1.0000,1.0239
ACT-000031,CLT-000024,INS-001,2024-09,162340,142157,20184,1.0000,1.0000,1.0239
ACT-000031,CLT-000024,INS-001,2024-10,182346,159675,22671,1.0970,1.0000,1.0239
ACT-000031,CLT-000024,INS-001,2024-11,172649,151184,21465,1.1679,1.0000,1.0239
ACT-000031,CLT-000024,INS-001,2024-12,219887,192548,27339,1.1939,1.0000,1.0239
ACT-000031,CLT-000024,INS-001,2025-01,117230,125803,-8572,1.1679,0.6978,1.0000
ACT-000031,CLT-000024,INS-001,2025-02,156915,168390,-11474,1.0970,0.6978,1.0000
ACT-000031,CLT-000024,INS-001,2025-03,93591,100435,-6844,1.0000,0.4009,1.0000
ACT-000031,CLT-000024,INS-001,2025-04,144655,155233,-10578,0.9030,0.6978,1.0000
ACT-000031,CLT-000024,INS-001,2025-05,122649,131617,-8969,0.8321,0.6978,1.0000
ACT-000031,CLT-000024,INS-001,2025-06,128204,137579,-9375,0.8061,0.6978,1.0000
ACT-000031,CLT-000024,INS-001,2025-07,182539,195887,-13348,0.8321,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2025-08,164120,176121,-12001,0.9031,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2025-09,240723,258326,-17603,1.0000,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2025-10,257947,276809,-18862,1.0970,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2025-11,205207,220212,-15006,1.1679,1.0000,1.0000
ACT-000031,CLT-000024,INS-001,2025-12,191461,205462,-14001,1.1939,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2021-04,75947,45356,30591,0.8902,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2021-05,61211,36555,24656,0.8098,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2021-06,75519,45100,30419,0.7804,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2021-07,73619,43965,29654,0.8098,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2021-08,98611,58890,39720,0.8902,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2021-09,89887,53680,36206,1.0000,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2021-10,120229,71801,48428,1.1098,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2021-11,151813,90663,61150,1.1902,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2021-12,148545,88711,59834,1.2196,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2022-01,129203,77160,52043,1.1902,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2022-02,128472,76723,51748,1.1098,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2022-03,88823,53045,35778,1.0000,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2022-04,69800,41684,28115,0.8902,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2022-05,91636,54725,36911,0.8098,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2022-06,78594,46937,31658,0.7804,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2022-07,84940,50726,34214,0.8098,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2022-08,70848,42310,28537,0.8902,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2022-09,134936,80584,54352,1.0000,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2022-10,146644,92830,53813,1.1098,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2022-11,175247,110937,64310,1.1902,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2022-12,141150,89352,51797,1.2196,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2023-01,144040,87741,56299,1.1902,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2023-02,139892,85214,54677,1.1098,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2023-03,124551,75869,48681,1.0000,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2023-04,107037,65201,41836,0.8902,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2023-05,87080,53044,34036,0.8098,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2023-06,68216,40739,27477,0.7804,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2023-07,71475,42685,28790,0.8098,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2023-08,57897,34576,23321,0.8902,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2023-09,82683,49378,33305,1.0000,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2023-10,109031,65114,43918,1.1098,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2023-11,150118,89650,60467,1.1902,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2023-12,171661,102516,69145,1.2196,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2024-01,122686,74734,47953,1.1902,1.0000,1.0239
ACT-000032,CLT-000025,INS-001,2024-02,130818,79687,51131,1.1098,1.0000,1.0239
ACT-000032,CLT-000025,INS-001,2024-03,93881,57187,36694,1.0000,1.0000,1.0239
ACT-000032,CLT-000025,INS-001,2024-04,108135,65870,42265,0.8902,1.0000,1.0239
ACT-000032,CLT-000025,INS-001,2024-05,109849,66914,42935,0.8098,1.0000,1.0239
ACT-000032,CLT-000025,INS-001,2024-06,93206,56776,36430,0.7804,1.0000,1.0239
ACT-000032,CLT-000025,INS-001,2024-07,107301,65362,41939,0.8098,1.0000,1.0239
ACT-000032,CLT-000025,INS-001,2024-08,96968,59067,37900,0.8902,1.0000,1.0239
ACT-000032,CLT-000025,INS-001,2024-09,156417,95280,61136,1.0000,1.0000,1.0239
ACT-000032,CLT-000025,INS-001,2024-10,169395,103186,66209,1.1098,1.0000,1.0239
ACT-000032,CLT-000025,INS-001,2024-11,201161,122536,78625,1.1902,1.0000,1.0239
ACT-000032,CLT-000025,INS-001,2024-12,199967,121809,78158,1.2196,1.0000,1.0239
ACT-000032,CLT-000025,INS-001,2025-01,174148,130002,44147,1.1902,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2025-02,162717,121468,41249,1.1098,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2025-03,158580,118380,40200,1.0000,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2025-04,104488,78000,26488,0.8902,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2025-05,97941,73113,24828,0.8098,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2025-06,87133,65045,22088,0.7804,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2025-07,117868,87989,29880,0.8098,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2025-08,149585,111665,37920,0.8902,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2025-09,146745,109545,37200,1.0000,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2025-10,136015,101535,34480,1.1098,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2025-11,112311,83840,28471,1.1902,1.0000,1.0000
ACT-000032,CLT-000025,INS-001,2025-12,119017,88847,30171,1.2196,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2021-05,174831,108081,66751,1.0000,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2021-06,197882,122331,75551,1.1156,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2021-07,205247,126884,78363,1.2002,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2021-08,245186,151574,93612,1.2312,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2021-09,160588,99276,61313,1.2002,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2021-10,155137,95906,59231,1.1156,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2021-11,143460,88687,54773,1.0000,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2021-12,146296,90440,55856,0.8844,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2022-01,165576,102359,63217,0.7998,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2022-02,147726,91324,56402,0.7688,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2022-03,149009,92117,56892,0.7998,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2022-04,146213,90389,55824,0.8844,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2022-05,174177,107676,66501,1.0000,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2022-06,188197,116343,71854,1.1156,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2022-07,255954,158231,97723,1.2002,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2022-08,242049,149635,92414,1.2312,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2022-09,232234,143567,88667,1.2002,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2022-10,264795,173518,91277,1.1156,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2022-11,165357,108357,57000,1.0000,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2022-12,201761,132212,69549,0.8844,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2023-01,162113,102223,59890,0.7998,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2023-02,174817,110233,64584,0.7688,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2023-03,199689,125916,73772,0.7998,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2023-04,186780,117776,69003,0.8844,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2023-05,208535,131494,77040,1.0000,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2023-06,300461,185745,114716,1.1156,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2023-07,347780,214998,132783,1.2002,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2023-08,313412,193751,119661,1.2312,1.0000,1.0000
ACT-000033,CLT-000026,INS-001,2023-09,370329,228937,141391,1.2002,1.2156,1.0000
ACT-000033,CLT-000026,INS-001,2023-10,356916,220645,136270,1.1156,1.2156,1.0000
