identifiant_decision,identifiant_demande,identifiant_institution,date_decision,statut,motif_principal,montant_accorde,duree_accordee_mois
DEC-004476,DEM-004476,INS-001,2022-01-01,REFUSEE,capacite_insuffisante,,
DEC-004477,DEM-004477,INS-001,2022-05-25,ACCEPTEE,,475000,6
DEC-004478,DEM-004478,INS-001,2023-05-02,ACCEPTEE,,250000,6
DEC-004479,DEM-004479,INS-001,2023-12-16,ACCEPTEE,,250000,9
DEC-004480,DEM-004480,INS-001,2025-05-05,ACCEPTEE,,600000,9
DEC-004481,DEM-004481,INS-001,2023-06-17,ACCEPTEE,,165000,6
DEC-004482,DEM-004482,INS-001,2024-03-10,ACCEPTEE,,600000,12
DEC-004483,DEM-004483,INS-001,2025-04-27,ACCEPTEE,,250000,9
DEC-004484,DEM-004484,INS-001,2025-05-03,REFUSEE,endettement_eleve,,
DEC-004485,DEM-004485,INS-001,2022-09-24,ACCEPTEE,,445000,12
DEC-004486,DEM-004486,INS-001,2024-02-06,ACCEPTEE,,600000,9
DEC-004487,DEM-004487,INS-001,2024-07-26,ACCEPTEE,,175000,9
DEC-004488,DEM-004488,INS-001,2022-06-17,ACCEPTEE,,285000,12
DEC-004489,DEM-004489,INS-001,2024-06-19,ACCEPTEE,,330000,6
DEC-004490,DEM-004490,INS-001,2021-12-25,ACCEPTEE,,300000,6
DEC-004491,DEM-004491,INS-001,2023-04-15,ACCEPTEE,,455000,9
DEC-004492,DEM-004492,INS-001,2024-11-14,ACCEPTEE,,900000,6
DEC-004493,DEM-004493,INS-001,2023-02-24,ACCEPTEE,,815000,12
DEC-004494,DEM-004494,INS-001,2025-02-02,REFUSEE,capacite_insuffisante,,
DEC-004495,DEM-004495,INS-001,2022-01-23,ACCEPTEE,,545000,6
DEC-004496,DEM-004496,INS-001,2023-04-08,ACCEPTEE,,250000,9
DEC-004497,DEM-004497,INS-001,2021-12-16,ACCEPTEE,,100000,6
DEC-004498,DEM-004498,INS-001,2023-01-13,REFUSEE,historique_incidents,,
DEC-004499,DEM-004499,INS-001,2025-04-12,ACCEPTEE,,595000,12
DEC-004500,DEM-004500,INS-001,2021-11-22,ACCEPTEE,,370000,12
DEC-004501,DEM-004501,INS-001,2022-05-14,ACCEPTEE,,275000,9
DEC-004502,DEM-004502,INS-001,2023-10-13,ACCEPTEE,,475000,12
DEC-004503,DEM-004503,INS-001,2022-01-01,ACCEPTEE,,190000,6
DEC-004504,DEM-004504,INS-001,2022-04-21,REFUSEE,garantie_insuffisante,,
DEC-004505,DEM-004505,INS-001,2022-12-25,ACCEPTEE,,1500000,15
DEC-004506,DEM-004506,INS-001,2024-12-14,ACCEPTEE,,1500000,12
DEC-004507,DEM-004507,INS-001,2024-01-29,ACCEPTEE,,360000,12
DEC-004508,DEM-004508,INS-001,2025-04-07,ACCEPTEE,,50000,6
DEC-004509,DEM-004509,INS-001,2025-10-29,ACCEPTEE,,100000,6
DEC-004510,DEM-004510,INS-001,2025-09-15,ACCEPTEE,,90000,6
DEC-004511,DEM-004511,INS-001,2024-07-28,ACCEPTEE,,175000,6
DEC-004512,DEM-004512,INS-001,2022-08-27,ACCEPTEE,,250000,6
DEC-004513,DEM-004513,INS-001,2023-02-25,ACCEPTEE,,1500000,24
DEC-004514,DEM-004514,INS-001,2022-07-02,ACCEPTEE,,250000,9
DEC-004515,DEM-004515,INS-001,2024-02-23,ACCEPTEE,,540000,12
DEC-004516,DEM-004516,INS-001,2025-12-06,REFUSEE,capacite_insuffisante,,
DEC-004517,DEM-004517,INS-001,2023-02-23,ACCEPTEE,,250000,6
DEC-004518,DEM-004518,INS-001,2023-08-25,ACCEPTEE,,250000,9
DEC-004519,DEM-004519,INS-001,2024-10-06,ACCEPTEE,,830000,12
DEC-004520,DEM-004520,INS-001,2022-02-05,ACCEPTEE,,250000,6
DEC-004521,DEM-004521,INS-001,2024-05-16,ACCEPTEE,,110000,12
DEC-004522,DEM-004522,INS-001,2022-12-31,ACCEPTEE,,1070000,24
DEC-004523,DEM-004523,INS-001,2025-06-06,ACCEPTEE,,185000,9
DEC-004524,DEM-004524,INS-001,2023-03-02,ACCEPTEE,,755000,12
DEC-004525,DEM-004525,INS-001,2024-12-08,AJOURNEE,dossier_incomplet,,
DEC-004526,DEM-004526,INS-001,2025-05-12,ACCEPTEE,,900000,6
DEC-004527,DEM-004527,INS-001,2023-12-19,ACCEPTEE,,195000,9
DEC-004528,DEM-004528,INS-001,2021-10-03,ACCEPTEE,,600000,9
DEC-004529,DEM-004529,INS-001,2023-01-01,ACCEPTEE,,160000,9
DEC-004530,DEM-004530,INS-001,2024-09-25,ACCEPTEE,,150000,3
DEC-004531,DEM-004531,INS-001,2025-11-23,ACCEPTEE,,250000,9
DEC-004532,DEM-004532,INS-001,2021-12-22,ACCEPTEE,,600000,12
DEC-004533,DEM-004533,INS-001,2024-10-27,ACCEPTEE,,250000,9
DEC-004534,DEM-004534,INS-001,2024-02-21,REFUSEE,capacite_insuffisante,,
DEC-004535,DEM-004535,INS-001,2021-11-30,ACCEPTEE,,250000,9
DEC-004536,DEM-004536,INS-001,2022-10-20,ACCEPTEE,,390000,9
DEC-004537,DEM-004537,INS-001,2025-01-22,ACCEPTEE,,370000,9
DEC-004538,DEM-004538,INS-001,2021-12-09,ACCEPTEE,,250000,9
DEC-004539,DEM-004539,INS-001,2023-01-13,ACCEPTEE,,600000,12
DEC-004540,DEM-004540,INS-001,2025-01-01,ACCEPTEE,,110000,6
DEC-004541,DEM-004541,INS-001,2024-04-30,ACCEPTEE,,115000,12
DEC-004542,DEM-004542,INS-001,2025-05-31,ACCEPTEE,,90000,9
DEC-004543,DEM-004543,INS-001,2025-02-11,REFUSEE,capacite_insuffisante,,
DEC-004544,DEM-004544,INS-001,2025-11-01,REFUSEE,endettement_eleve,,
DEC-004545,DEM-004545,INS-001,2021-12-04,ACCEPTEE,,600000,12
DEC-004546,DEM-004546,INS-001,2022-12-10,ACCEPTEE,,600000,12
DEC-004547,DEM-004547,INS-001,2024-05-30,ACCEPTEE,,320000,6
DEC-004548,DEM-004548,INS-001,2024-11-25,ACCEPTEE,,250000,6
DEC-004549,DEM-004549,INS-001,2025-08-10,ACCEPTEE,,160000,9
DEC-004550,DEM-004550,INS-001,2023-09-26,ACCEPTEE,,600000,12
DEC-004551,DEM-004551,INS-001,2025-07-25,REFUSEE,endettement_eleve,,
DEC-004552,DEM-004552,INS-001,2022-02-16,ACCEPTEE,,155000,6
DEC-004553,DEM-004553,INS-001,2022-09-26,ACCEPTEE,,600000,9
DEC-004554,DEM-004554,INS-001,2023-07-09,ACCEPTEE,,435000,12
DEC-004555,DEM-004555,INS-001,2024-08-06,ACCEPTEE,,300000,3
DEC-004556,DEM-004556,INS-001,2025-06-19,ACCEPTEE,,250000,6
DEC-004557,DEM-004557,INS-001,2022-03-21,REFUSEE,endettement_eleve,,
DEC-004558,DEM-004558,INS-001,2022-06-16,ANNULEE_CLIENT,,,
DEC-004559,DEM-004559,INS-001,2023-03-19,REFUSEE,endettement_eleve,,
DEC-004560,DEM-004560,INS-001,2024-02-13,REFUSEE,endettement_eleve,,
DEC-004561,DEM-004561,INS-001,2025-06-03,REFUSEE,endettement_eleve,,
DEC-004562,DEM-004562,INS-001,2022-07-09,REFUSEE,endettement_eleve,,
DEC-004563,DEM-004563,INS-001,2022-05-22,ACCEPTEE,,170000,6
DEC-004564,DEM-004564,INS-001,2023-04-12,ACCEPTEE,,315000,6
DEC-004565,DEM-004565,INS-001,2021-10-31,ACCEPTEE,,155000,9
DEC-004566,DEM-004566,INS-001,2022-12-18,ACCEPTEE,,165000,6
DEC-004567,DEM-004567,INS-001,2023-09-09,ACCEPTEE,,430000,18
DEC-004568,DEM-004568,INS-001,2025-10-23,ACCEPTEE,,125000,3
DEC-004569,DEM-004569,INS-001,2025-05-08,REFUSEE,capacite_insuffisante,,
DEC-004570,DEM-004570,INS-001,2025-07-31,REFUSEE,capacite_insuffisante,,
DEC-004571,DEM-004571,INS-001,2021-11-28,ACCEPTEE,,70000,3
DEC-004572,DEM-004572,INS-001,2025-05-15,ACCEPTEE,,245000,9
DEC-004573,DEM-004573,INS-001,2024-11-28,ACCEPTEE,,600000,6
DEC-004574,DEM-004574,INS-001,2022-04-27,ACCEPTEE,,600000,9
DEC-004575,DEM-004575,INS-001,2023-06-06,ACCEPTEE,,250000,9
DEC-004576,DEM-004576,INS-001,2024-04-06,ACCEPTEE,,600000,9
DEC-004577,DEM-004577,INS-001,2025-02-23,ACCEPTEE,,600000,12
DEC-004578,DEM-004578,INS-001,2022-03-28,ACCEPTEE,,85000,6
DEC-004579,DEM-004579,INS-001,2024-12-21,ACCEPTEE,,40000,6
DEC-004580,DEM-004580,INS-001,2022-06-19,ACCEPTEE,,600000,12
DEC-004581,DEM-004581,INS-001,2021-11-02,ACCEPTEE,,600000,6
DEC-004582,DEM-004582,INS-001,2023-09-01,ACCEPTEE,,250000,6
DEC-004583,DEM-004583,INS-001,2024-06-03,ACCEPTEE,,600000,12
DEC-004584,DEM-004584,INS-001,2025-06-06,ACCEPTEE,,600000,12
DEC-004585,DEM-004585,INS-001,2024-08-04,ACCEPTEE,,100000,12
DEC-004586,DEM-004586,INS-001,2022-09-11,ACCEPTEE,,365000,12
DEC-004587,DEM-004587,INS-001,2023-02-27,ACCEPTEE,,170000,9
DEC-004588,DEM-004588,INS-001,2023-12-04,REFUSEE,capacite_insuffisante,,
DEC-004589,DEM-004589,INS-001,2024-03-22,ACCEPTEE,,115000,6
DEC-004590,DEM-004590,INS-001,2022-02-20,ACCEPTEE,,250000,9
DEC-004591,DEM-004591,INS-001,2023-02-20,ACCEPTEE,,185000,3
DEC-004592,DEM-004592,INS-001,2024-09-27,ACCEPTEE,,250000,6
DEC-004593,DEM-004593,INS-001,2025-10-29,ACCEPTEE,,250000,9
DEC-004594,DEM-004594,INS-001,2021-10-04,ACCEPTEE,,795000,12
DEC-004595,DEM-004595,INS-001,2024-02-28,ACCEPTEE,,1500000,12
DEC-004596,DEM-004596,INS-001,2025-11-21,REFUSEE,capacite_insuffisante,,
DEC-004597,DEM-004597,INS-001,2022-07-19,ACCEPTEE,,740000,6
DEC-004598,DEM-004598,INS-001,2023-10-01,ACCEPTEE,,900000,6
DEC-004599,DEM-004599,INS-001,2024-03-27,ACCEPTEE,,900000,9
DEC-004600,DEM-004600,INS-001,2023-08-17,ACCEPTEE,,75000,6
DEC-004601,DEM-004601,INS-001,2021-11-17,ACCEPTEE,,250000,9
DEC-004602,DEM-004602,INS-001,2022-08-28,ACCEPTEE,,155000,9
DEC-004603,DEM-004603,INS-001,2025-06-07,ACCEPTEE,,440000,9
DEC-004604,DEM-004604,INS-001,2022-03-11,ACCEPTEE,,230000,12
DEC-004605,DEM-004605,INS-001,2023-08-29,ACCEPTEE,,450000,12
DEC-004606,DEM-004606,INS-001,2022-09-04,REFUSEE,capacite_insuffisante,,
DEC-004607,DEM-004607,INS-001,2024-09-18,REFUSEE,capacite_insuffisante,,
DEC-004608,DEM-004608,INS-001,2025-06-29,AJOURNEE,dossier_incomplet,,
DEC-004609,DEM-004609,INS-001,2022-08-04,ACCEPTEE,,445000,15
DEC-004610,DEM-004610,INS-001,2025-09-24,ACCEPTEE,,250000,6
DEC-004611,DEM-004611,INS-001,2023-08-20,ACCEPTEE,,195000,6
DEC-004612,DEM-004612,INS-001,2025-02-26,ACCEPTEE,,150000,15
DEC-004613,DEM-004613,INS-001,2025-09-10,ACCEPTEE,,1500000,24
DEC-004614,DEM-004614,INS-001,2025-09-28,REFUSEE,endettement_eleve,,
DEC-004615,DEM-004615,INS-001,2025-07-21,REFUSEE,capacite_insuffisante,,
DEC-004616,DEM-004616,INS-001,2021-10-26,ACCEPTEE,,210000,6
DEC-004617,DEM-004617,INS-001,2024-05-27,ACCEPTEE,,685000,12
DEC-004618,DEM-004618,INS-001,2023-09-28,ACCEPTEE,,600000,12
DEC-004619,DEM-004619,INS-001,2023-01-27,REFUSEE,endettement_eleve,,
DEC-004620,DEM-004620,INS-001,2025-11-28,ACCEPTEE,,55000,9
DEC-004621,DEM-004621,INS-001,2023-03-15,ACCEPTEE,,160000,6
DEC-004622,DEM-004622,INS-001,2024-05-23,ACCEPTEE,,225000,6
DEC-004623,DEM-004623,INS-001,2025-07-25,REFUSEE,capacite_insuffisante,,
DEC-004624,DEM-004624,INS-001,2023-12-19,ACCEPTEE,,600000,6
DEC-004625,DEM-004625,INS-001,2023-01-08,REFUSEE,capacite_insuffisante,,
DEC-004626,DEM-004626,INS-001,2024-05-21,ACCEPTEE,,90000,6
DEC-004627,DEM-004627,INS-001,2025-04-27,REFUSEE,capacite_insuffisante,,
DEC-004628,DEM-004628,INS-001,2023-10-29,ACCEPTEE,,600000,9
DEC-004629,DEM-004629,INS-001,2025-02-11,ACCEPTEE,,460000,12
DEC-004630,DEM-004630,INS-001,2023-08-18,ACCEPTEE,,245000,12
DEC-004631,DEM-004631,INS-001,2021-10-27,ACCEPTEE,,600000,12
DEC-004632,DEM-004632,INS-001,2022-12-04,ACCEPTEE,,900000,12
DEC-004633,DEM-004633,INS-001,2024-08-06,REFUSEE,capacite_insuffisante,,
DEC-004634,DEM-004634,INS-001,2023-06-09,ACCEPTEE,,395000,9
DEC-004635,DEM-004635,INS-001,2024-03-21,ACCEPTEE,,250000,9
DEC-004636,DEM-004636,INS-001,2022-04-25,REFUSEE,capacite_insuffisante,,
DEC-004637,DEM-004637,INS-001,2022-10-11,REFUSEE,capacite_insuffisante,,
DEC-004638,DEM-004638,INS-001,2022-11-14,ACCEPTEE,,600000,12
DEC-004639,DEM-004639,INS-001,2024-05-03,ACCEPTEE,,250000,9
DEC-004640,DEM-004640,INS-001,2025-02-24,ACCEPTEE,,900000,9
DEC-004641,DEM-004641,INS-001,2022-12-06,ACCEPTEE,,200000,6
DEC-004642,DEM-004642,INS-001,2023-10-02,ACCEPTEE,,145000,9
DEC-004643,DEM-004643,INS-001,2024-12-14,ACCEPTEE,,600000,12
DEC-004644,DEM-004644,INS-001,2023-01-07,ACCEPTEE,,900000,9
DEC-004645,DEM-004645,INS-001,2024-07-18,REFUSEE,endettement_eleve,,
DEC-004646,DEM-004646,INS-001,2021-11-10,ACCEPTEE,,150000,9
DEC-004647,DEM-004647,INS-001,2023-12-12,ACCEPTEE,,250000,6
DEC-004648,DEM-004648,INS-001,2024-06-25,ACCEPTEE,,250000,9
DEC-004649,DEM-004649,INS-001,2025-10-01,ACCEPTEE,,210000,6
DEC-004650,DEM-004650,INS-001,2022-04-24,ACCEPTEE,,50000,6
DEC-004651,DEM-004651,INS-001,2022-11-28,REFUSEE,capacite_insuffisante,,
DEC-004652,DEM-004652,INS-001,2023-12-06,REFUSEE,capacite_insuffisante,,
DEC-004653,DEM-004653,INS-001,2024-10-08,ACCEPTEE,,85000,6
DEC-004654,DEM-004654,INS-001,2025-06-17,ACCEPTEE,,70000,9
DEC-004655,DEM-004655,INS-001,2021-10-21,ACCEPTEE,,600000,12
DEC-004656,DEM-004656,INS-001,2023-11-03,REFUSEE,historique_incidents,,
DEC-004657,DEM-004657,INS-001,2025-04-20,REFUSEE,capacite_insuffisante,,
DEC-004658,DEM-004658,INS-001,2025-08-21,REFUSEE,capacite_insuffisante,,
DEC-004659,DEM-004659,INS-001,2025-11-25,REFUSEE,capacite_insuffisante,,
DEC-004660,DEM-004660,INS-001,2024-08-30,ACCEPTEE,,1500000,24
DEC-004661,DEM-004661,INS-001,2024-06-10,REFUSEE,endettement_eleve,,
DEC-004662,DEM-004662,INS-001,2025-02-22,ACCEPTEE,,215000,12
DEC-004663,DEM-004663,INS-001,2023-06-19,ACCEPTEE,,320000,12
DEC-004664,DEM-004664,INS-001,2023-07-17,ACCEPTEE,,200000,6
DEC-004665,DEM-004665,INS-001,2025-01-11,ACCEPTEE,,600000,9
DEC-004666,DEM-004666,INS-001,2023-11-22,ACCEPTEE,,600000,12
DEC-004667,DEM-004667,INS-001,2025-02-10,ACCEPTEE,,680000,12
DEC-004668,DEM-004668,INS-001,2022-02-21,ACCEPTEE,,280000,12
DEC-004669,DEM-004669,INS-001,2023-09-28,ACCEPTEE,,240000,12
DEC-004670,DEM-004670,INS-001,2022-08-30,REFUSEE,endettement_eleve,,
DEC-004671,DEM-004671,INS-001,2023-07-13,ANNULEE_CLIENT,,,
DEC-004672,DEM-004672,INS-001,2024-11-23,ACCEPTEE,,250000,6
DEC-004673,DEM-004673,INS-001,2023-09-17,ACCEPTEE,,525000,12
DEC-004674,DEM-004674,INS-001,2025-01-01,ACCEPTEE,,600000,9
DEC-004675,DEM-004675,INS-001,2024-06-10,ACCEPTEE,,600000,6
DEC-004676,DEM-004676,INS-001,2022-05-21,ACCEPTEE,,515000,12
DEC-004677,DEM-004677,INS-001,2023-08-07,ACCEPTEE,,125000,6
DEC-004678,DEM-004678,INS-001,2024-10-28,ACCEPTEE,,545000,6
DEC-004679,DEM-004679,INS-001,2025-07-01,ACCEPTEE,,100000,6
DEC-004680,DEM-004680,INS-001,2021-12-31,ACCEPTEE,,900000,9
DEC-004681,DEM-004681,INS-001,2023-02-28,ACCEPTEE,,250000,3
DEC-004682,DEM-004682,INS-001,2024-04-19,AJOURNEE,dossier_incomplet,,
DEC-004683,DEM-004683,INS-001,2022-01-06,ACCEPTEE,,250000,6
DEC-004684,DEM-004684,INS-001,2023-03-05,ACCEPTEE,,420000,6
DEC-004685,DEM-004685,INS-001,2025-11-04,ACCEPTEE,,560000,12
DEC-004686,DEM-004686,INS-001,2024-09-07,ACCEPTEE,,420000,9
DEC-004687,DEM-004687,INS-001,2024-08-04,REFUSEE,capacite_insuffisante,,
DEC-004688,DEM-004688,INS-001,2025-07-25,ACCEPTEE,,100000,12
DEC-004689,DEM-004689,INS-001,2022-02-21,ACCEPTEE,,900000,9
DEC-004690,DEM-004690,INS-001,2024-07-15,ACCEPTEE,,145000,3
DEC-004691,DEM-004691,INS-001,2024-12-06,ACCEPTEE,,900000,12
DEC-004692,DEM-004692,INS-001,2022-05-13,ACCEPTEE,,375000,6
DEC-004693,DEM-004693,INS-001,2024-02-24,ACCEPTEE,,600000,9
DEC-004694,DEM-004694,INS-001,2025-06-18,ACCEPTEE,,600000,12
DEC-004695,DEM-004695,INS-001,2022-06-10,ACCEPTEE,,600000,12
DEC-004696,DEM-004696,INS-001,2023-12-13,ACCEPTEE,,250000,6
DEC-004697,DEM-004697,INS-001,2023-04-03,ACCEPTEE,,470000,9
DEC-004698,DEM-004698,INS-001,2023-03-06,ACCEPTEE,,520000,12
DEC-004699,DEM-004699,INS-001,2022-05-13,ACCEPTEE,,75000,6
DEC-004700,DEM-004700,INS-001,2022-12-14,ACCEPTEE,,165000,6
DEC-004701,DEM-004701,INS-001,2025-02-06,ACCEPTEE,,135000,9
DEC-004702,DEM-004702,INS-001,2022-02-04,ACCEPTEE,,600000,12
DEC-004703,DEM-004703,INS-001,2023-02-26,ACCEPTEE,,180000,9
DEC-004704,DEM-004704,INS-001,2024-02-04,ACCEPTEE,,145000,6
DEC-004705,DEM-004705,INS-001,2024-08-26,ACCEPTEE,,130000,9
DEC-004706,DEM-004706,INS-001,2022-10-21,ACCEPTEE,,415000,6
DEC-004707,DEM-004707,INS-001,2024-05-08,ACCEPTEE,,425000,6
DEC-004708,DEM-004708,INS-001,2025-02-25,ACCEPTEE,,1185000,24
DEC-004709,DEM-004709,INS-001,2024-08-26,ACCEPTEE,,75000,6
DEC-004710,DEM-004710,INS-001,2025-08-16,ACCEPTEE,,215000,12
DEC-004711,DEM-004711,INS-001,2023-08-22,ACCEPTEE,,495000,12
DEC-004712,DEM-004712,INS-001,2025-07-08,REFUSEE,capacite_insuffisante,,
DEC-004713,DEM-004713,INS-001,2023-01-25,ACCEPTEE,,185000,12
DEC-004714,DEM-004714,INS-001,2025-12-07,ACCEPTEE,,440000,9
DEC-004715,DEM-004715,INS-001,2021-10-17,REFUSEE,capacite_insuffisante,,
DEC-004716,DEM-004716,INS-001,2022-04-16,REFUSEE,capacite_insuffisante,,
DEC-004717,DEM-004717,INS-001,2024-02-13,REFUSEE,capacite_insuffisante,,
DEC-004718,DEM-004718,INS-001,2025-02-27,ACCEPTEE,,50000,6
DEC-004719,DEM-004719,INS-001,2023-08-10,ACCEPTEE,,645000,9
DEC-004720,DEM-004720,INS-001,2025-10-08,ACCEPTEE,,50000,9
DEC-004721,DEM-004721,INS-001,2022-03-16,ACCEPTEE,,900000,12
DEC-004722,DEM-004722,INS-001,2023-07-18,ACCEPTEE,,1030000,12
DEC-004723,DEM-004723,INS-001,2024-07-27,ACCEPTEE,,600000,12
DEC-004724,DEM-004724,INS-001,2024-04-30,ACCEPTEE,,525000,12
DEC-004725,DEM-004725,INS-001,2025-07-26,ACCEPTEE,,1500000,24
DEC-004726,DEM-004726,INS-001,2023-10-19,ACCEPTEE,,175000,12
DEC-004727,DEM-004727,INS-001,2025-01-24,ACCEPTEE,,250000,9
DEC-004728,DEM-004728,INS-001,2024-07-19,ACCEPTEE,,245000,6
DEC-004729,DEM-004729,INS-001,2024-01-23,ACCEPTEE,,220000,9
DEC-004730,DEM-004730,INS-001,2025-03-11,ACCEPTEE,,135000,9
DEC-004731,DEM-004731,INS-001,2024-04-01,REFUSEE,endettement_eleve,,
DEC-004732,DEM-004732,INS-001,2022-02-28,REFUSEE,capacite_insuffisante,,
DEC-004733,DEM-004733,INS-001,2023-03-06,ACCEPTEE,,900000,12
DEC-004734,DEM-004734,INS-001,2024-05-02,ACCEPTEE,,860000,12
DEC-004735,DEM-004735,INS-001,2025-09-08,ACCEPTEE,,180000,9
DEC-004736,DEM-004736,INS-001,2022-02-09,ACCEPTEE,,300000,3
DEC-004737,DEM-004737,INS-001,2023-07-01,ACCEPTEE,,510000,9
DEC-004738,DEM-004738,INS-001,2022-08-30,ACCEPTEE,,175000,12
DEC-004739,DEM-004739,INS-001,2025-03-13,ACCEPTEE,,150000,12
DEC-004740,DEM-004740,INS-001,2023-07-06,ACCEPTEE,,485000,9
DEC-004741,DEM-004741,INS-001,2022-07-05,ACCEPTEE,,75000,6
DEC-004742,DEM-004742,INS-001,2024-10-27,ACCEPTEE,,250000,9
DEC-004743,DEM-004743,INS-001,2021-11-19,ACCEPTEE,,145000,3
DEC-004744,DEM-004744,INS-001,2022-02-22,ACCEPTEE,,250000,9
DEC-004745,DEM-004745,INS-001,2024-04-18,ACCEPTEE,,190000,6
DEC-004746,DEM-004746,INS-001,2025-06-26,ACCEPTEE,,50000,12
DEC-004747,DEM-004747,INS-001,2022-02-12,ACCEPTEE,,600000,12
DEC-004748,DEM-004748,INS-001,2024-04-28,ACCEPTEE,,40000,6
DEC-004749,DEM-004749,INS-001,2025-10-02,ACCEPTEE,,100000,12
DEC-004750,DEM-004750,INS-001,2022-09-15,REFUSEE,dossier_incomplet,,
DEC-004751,DEM-004751,INS-001,2025-01-10,ACCEPTEE,,900000,6
DEC-004752,DEM-004752,INS-001,2022-08-31,ACCEPTEE,,480000,3
DEC-004753,DEM-004753,INS-001,2024-01-26,REFUSEE,capacite_insuffisante,,
DEC-004754,DEM-004754,INS-001,2021-11-17,ACCEPTEE,,125000,3
DEC-004755,DEM-004755,INS-001,2025-07-31,REFUSEE,capacite_insuffisante,,
DEC-004756,DEM-004756,INS-001,2022-07-05,REFUSEE,endettement_eleve,,
DEC-004757,DEM-004757,INS-001,2021-11-30,REFUSEE,capacite_insuffisante,,
DEC-004758,DEM-004758,INS-001,2022-04-29,REFUSEE,capacite_insuffisante,,
DEC-004759,DEM-004759,INS-001,2022-08-23,ACCEPTEE,,500000,6
DEC-004760,DEM-004760,INS-001,2022-07-31,ACCEPTEE,,250000,9
DEC-004761,DEM-004761,INS-001,2023-10-05,ACCEPTEE,,250000,6
DEC-004762,DEM-004762,INS-001,2025-05-15,REFUSEE,capacite_insuffisante,,
DEC-004763,DEM-004763,INS-001,2023-10-27,ACCEPTEE,,320000,6
DEC-004764,DEM-004764,INS-001,2024-12-17,ACCEPTEE,,250000,9
DEC-004765,DEM-004765,INS-001,2025-09-16,ACCEPTEE,,185000,12
DEC-004766,DEM-004766,INS-001,2023-09-10,ACCEPTEE,,205000,12
DEC-004767,DEM-004767,INS-001,2022-01-07,ACCEPTEE,,520000,6
DEC-004768,DEM-004768,INS-001,2024-03-14,ACCEPTEE,,600000,9
DEC-004769,DEM-004769,INS-001,2023-07-16,ACCEPTEE,,820000,12
DEC-004770,DEM-004770,INS-001,2025-03-24,REFUSEE,historique_incidents,,
DEC-004771,DEM-004771,INS-001,2023-06-09,REFUSEE,capacite_insuffisante,,
DEC-004772,DEM-004772,INS-001,2024-01-08,ACCEPTEE,,180000,9
DEC-004773,DEM-004773,INS-001,2023-02-05,ACCEPTEE,,250000,6
DEC-004774,DEM-004774,INS-001,2025-05-21,REFUSEE,capacite_insuffisante,,
DEC-004775,DEM-004775,INS-001,2022-02-04,ACCEPTEE,,125000,6
DEC-004776,DEM-004776,INS-001,2022-09-07,REFUSEE,capacite_insuffisante,,
DEC-004777,DEM-004777,INS-001,2022-12-12,ACCEPTEE,,510000,12
DEC-004778,DEM-004778,INS-001,2022-09-25,REFUSEE,capacite_insuffisante,,
DEC-004779,DEM-004779,INS-001,2023-06-18,ACCEPTEE,,615000,9
DEC-004780,DEM-004780,INS-001,2022-08-05,REFUSEE,capacite_insuffisante,,
DEC-004781,DEM-004781,INS-001,2025-06-07,ACCEPTEE,,85000,9
DEC-004782,DEM-004782,INS-001,2022-04-20,ACCEPTEE,,130000,6
DEC-004783,DEM-004783,INS-001,2023-06-18,ACCEPTEE,,600000,12
DEC-004784,DEM-004784,INS-001,2022-03-06,REFUSEE,capacite_insuffisante,,
DEC-004785,DEM-004785,INS-001,2023-05-01,ACCEPTEE,,105000,9
DEC-004786,DEM-004786,INS-001,2024-08-06,ACCEPTEE,,600000,9
DEC-004787,DEM-004787,INS-001,2023-06-29,ACCEPTEE,,185000,6
DEC-004788,DEM-004788,INS-001,2025-02-14,ACCEPTEE,,445000,6
DEC-004789,DEM-004789,INS-001,2023-09-29,ACCEPTEE,,50000,6
DEC-004790,DEM-004790,INS-001,2025-04-26,ACCEPTEE,,25000,9
DEC-004791,DEM-004791,INS-001,2023-03-24,ACCEPTEE,,285000,6
DEC-004792,DEM-004792,INS-001,2024-12-26,REFUSEE,capacite_insuffisante,,
DEC-004793,DEM-004793,INS-001,2022-10-02,ACCEPTEE,,100000,6
DEC-004794,DEM-004794,INS-001,2024-03-01,ACCEPTEE,,570000,6
DEC-004795,DEM-004795,INS-001,2025-06-30,REFUSEE,capacite_insuffisante,,
DEC-004796,DEM-004796,INS-001,2022-10-11,ACCEPTEE,,375000,12
DEC-004797,DEM-004797,INS-001,2025-04-11,REFUSEE,endettement_eleve,,
DEC-004798,DEM-004798,INS-001,2022-01-06,ACCEPTEE,,900000,6
DEC-004799,DEM-004799,INS-001,2023-11-19,ACCEPTEE,,600000,9
DEC-004800,DEM-004800,INS-001,2024-10-13,ACCEPTEE,,900000,12
DEC-004801,DEM-004801,INS-001,2025-11-12,ACCEPTEE,,60000,3
DEC-004802,DEM-004802,INS-001,2022-07-28,ACCEPTEE,,165000,9
DEC-004803,DEM-004803,INS-001,2025-09-16,ACCEPTEE,,250000,9
DEC-004804,DEM-004804,INS-001,2023-04-10,ACCEPTEE,,250000,6
DEC-004805,DEM-004805,INS-001,2022-11-03,ACCEPTEE,,495000,6
DEC-004806,DEM-004806,INS-001,2023-09-06,ACCEPTEE,,710000,12
DEC-004807,DEM-004807,INS-001,2025-08-15,ACCEPTEE,,50000,9
DEC-004808,DEM-004808,INS-001,2022-02-14,ACCEPTEE,,600000,12
DEC-004809,DEM-004809,INS-001,2024-04-21,ACCEPTEE,,95000,6
